MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DRAUGHT,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,DESTINATION,MMSI_COUNTRY_CD,RECEIVER
1,319107400,"AQUARIUS",1012866,"ZGGD3",22.101949,-77.333132,2023-01-21 07:25:00.000,15.8,296.6,300,0,15,37,3.6,3.6,46,46,5,8,"NLMAK","KY",ORBCOMM-T
1,319597000,"C STAR",1008798,"ZCPC2",22.945218,-78.907850,2023-01-21 07:25:00.000,12.2,153.4,152,0,1,37,3.5,3.5,28,32,10,1,"HIGHBOURNE CAY","KY",ORBCOMM-T
1,319107400,"AQUARIUS",1012866,"ZGGD3",22.198050,-77.485776,2023-01-21 08:05:00.000,15.7,308.4,310,0,15,37,3.6,3.6,46,46,5,8,"NLMAK","KY",ORBCOMM-T
3,319315000,"TE MANU",1006269,"ZCRJ6",21.948561,-76.777890,2023-01-21 08:40:00.000,12.7,289.1,289,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319597000,"C STAR",1008798,"ZCPC2",22.776746,-78.715295,2023-01-21 08:40:00.000,12.2,110.8,108,0,1,37,3.5,3.5,28,32,10,1,"HIGHBOURNE CAY","KY",ORBCOMM-T
1,319107400,"AQUARIUS",1012866,"ZGGD3",22.298545,-77.606109,2023-01-21 08:40:00.000,15.5,316.2,318,0,15,37,3.6,3.6,46,46,5,8,"NLMAK","KY",ORBCOMM-T
1,319597000,"C STAR",1008798,"ZCPC2",22.774958,-78.710124,2023-01-21 08:45:00.000,12.2,110.5,107,0,1,37,3.5,3.5,28,32,10,1,"HIGHBOURNE CAY","KY",ORBCOMM-T
3,319315000,"TE MANU",1006269,"ZCRJ6",22.426902,-77.753636,2023-01-21 13:20:00.000,12.8,301.8,303,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
3,319315000,"TE MANU",1006269,"ZCRJ6",22.491681,-77.865730,2023-01-21 13:55:00.000,12.6,301.9,302,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
3,319315000,"TE MANU",1006269,"ZCRJ6",22.497076,-77.875270,2023-01-21 14:00:00.000,12.7,302.2,302,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319107400,"AQUARIUS",1012866,"ZGGD3",23.079915,-78.885149,2023-01-21 14:15:00.000,16.3,327.9,330,0,15,37,3.6,3.6,46,46,5,8,"NLMAK","KY",ORBCOMM-T
3,319315000,"TE MANU",1006269,"ZCRJ6",22.528426,-77.929617,2023-01-21 14:15:00.000,12.9,299.7,301,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319315000,"TE MANU",1006269,"ZCRJ6",22.567870,-77.998047,2023-01-21 14:35:00.000,13.1,300.2,301,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319135800,"TREEHOUSE",1006805,"ZGHP4",22.530640,-77.953245,2023-01-21 14:40:00.000,12.0,304.1,305,0,1,37,3.8,3.8,25,34,8,2,"PW MKK","KY",ORBCOMM-T
3,319135800,"TREEHOUSE",1006805,"ZGHP4",22.557531,-77.995674,2023-01-21 14:55:00.000,12.0,304.0,304,0,1,37,3.8,3.8,25,34,8,2,"PW MKK","KY",ORBCOMM-T
3,319315000,"TE MANU",1006269,"ZCRJ6",22.604161,-78.060667,2023-01-21 14:55:00.000,12.9,308.7,313,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319597000,"C STAR",1008798,"ZCPC2",22.177770,-77.535256,2023-01-21 14:55:00.000,11.7,132.7,131,0,1,37,3.5,3.5,28,32,10,1,"HIGHBOURNE CAY","KY",ORBCOMM-T
1,319135800,"TREEHOUSE",1006805,"ZGHP4",22.575970,-78.024794,2023-01-21 15:05:00.000,12.1,304.5,305,0,1,37,3.8,3.8,25,34,8,2,"PW MKK","KY",ORBCOMM-T
1,319597000,"C STAR",1008798,"ZCPC2",22.150806,-77.503985,2023-01-21 15:05:00.000,11.7,132.8,131,0,1,37,3.5,3.5,28,32,10,1,"HIGHBOURNE CAY","KY",ORBCOMM-T
3,319135800,"TREEHOUSE",1006805,"ZGHP4",22.628911,-78.134165,2023-01-21 15:35:00.000,12.1,292.5,292,0,1,37,3.8,3.8,25,34,8,2,"PW MKK","KY",ORBCOMM-T
1,319597000,"C STAR",1008798,"ZCPC2",22.100236,-77.427220,2023-01-21 15:35:00.000,11.7,118.7,116,0,1,37,3.5,3.5,28,32,10,1,"HIGHBOURNE CAY","KY",ORBCOMM-T
1,319597000,"C STAR",1008798,"ZCPC2",22.092046,-77.411302,2023-01-21 15:40:00.000,11.8,119.5,116,0,1,37,3.5,3.5,28,32,10,1,"HIGHBOURNE CAY","KY",ORBCOMM-T
1,319597000,"C STAR",1008798,"ZCPC2",22.076935,-77.380288,2023-01-21 15:50:00.000,11.8,115.8,112,0,1,37,3.5,3.5,28,32,10,1,"HIGHBOURNE CAY","KY",ORBCOMM-T
3,319135800,"TREEHOUSE",1006805,"ZGHP4",22.645105,-78.175862,2023-01-21 15:50:00.000,12.1,293.6,291,0,1,37,3.8,3.8,25,34,8,2,"PW MKK","KY",ORBCOMM-T
1,319135800,"TREEHOUSE",1006805,"ZGHP4",22.650329,-78.189428,2023-01-21 15:55:00.000,12.0,291.5,289,0,1,37,3.8,3.8,25,34,8,2,"PW MKK","KY",ORBCOMM-T
1,319597000,"C STAR",1008798,"ZCPC2",22.062721,-77.348747,2023-01-21 16:00:00.000,11.7,114.8,112,0,1,37,3.5,3.5,28,32,10,1,"HIGHBOURNE CAY","KY",ORBCOMM-T
3,319135800,"TREEHOUSE",1006805,"ZGHP4",22.669736,-78.246685,2023-01-21 16:10:00.000,11.7,287.9,288,0,1,37,3.8,3.8,25,34,8,2,"PW MKK","KY",ORBCOMM-T
3,319315000,"TE MANU",1006269,"ZCRJ6",22.814781,-78.657024,2023-01-21 17:35:00.000,12.9,291.5,291,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319315000,"TE MANU",1006269,"ZCRJ6",22.816853,-78.663354,2023-01-21 17:40:00.000,13.0,286.8,290,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
3,319315000,"TE MANU",1006269,"ZCRJ6",22.928631,-78.784880,2023-01-21 18:25:00.000,13.0,325.8,328,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
3,319315000,"TE MANU",1006269,"ZCRJ6",22.939960,-78.793440,2023-01-21 18:30:00.000,12.8,325.4,329,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",21.715524,-76.785125,2023-01-21 18:50:00.000,13.5,293.5,292,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319315000,"TE MANU",1006269,"ZCRJ6",23.019839,-78.853021,2023-01-21 18:55:00.000,13.1,327.6,330,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
3,319315000,"TE MANU",1006269,"ZCRJ6",23.041255,-78.869139,2023-01-21 19:00:00.000,13.3,323.0,324,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",21.728183,-76.816434,2023-01-21 19:00:00.000,13.5,292.8,290,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",21.745633,-76.859534,2023-01-21 19:10:00.000,13.5,293.2,290,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",21.752433,-76.876284,2023-01-21 19:15:00.000,13.3,293.4,291,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
3,319315000,"TE MANU",1006269,"ZCRJ6",23.103503,-78.915719,2023-01-21 19:20:00.000,13.8,325.2,327,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",21.760266,-76.895250,2023-01-21 19:20:00.000,13.4,294.0,291,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
3,319135800,"TREEHOUSE",1006805,"ZGHP4",23.034463,-78.847829,2023-01-21 19:25:00.000,13.5,331.2,333,0,1,37,3.8,3.8,25,34,8,2,"PW MKK","KY",ORBCOMM-T
3,319173200,"ARROW",9834583,"ZGKI4",21.767166,-76.911717,2023-01-21 19:25:00.000,13.3,294.0,290,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
3,319315000,"TE MANU",1006269,"ZCRJ6",23.105634,-78.917342,2023-01-21 19:25:00.000,13.7,325.0,327,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",21.777133,-76.935450,2023-01-21 19:35:00.000,13.5,294.4,290,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
3,319315000,"TE MANU",1006269,"ZCRJ6",23.141740,-78.944292,2023-01-21 19:35:00.000,13.6,322.4,324,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
3,319315000,"TE MANU",1006269,"ZCRJ6",23.221295,-79.003758,2023-01-21 20:00:00.000,13.2,325.2,328,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",21.819216,-77.032817,2023-01-21 20:00:00.000,13.2,312.5,310,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",21.836474,-77.053400,2023-01-21 20:05:00.000,13.2,311.6,309,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319315000,"TE MANU",1006269,"ZCRJ6",23.240046,-79.017705,2023-01-21 20:05:00.000,13.2,324.8,327,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319315000,"TE MANU",1006269,"ZCRJ6",23.245524,-79.021704,2023-01-21 20:10:00.000,13.2,326.6,327,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",21.838183,-77.055417,2023-01-21 20:10:00.000,13.0,312.4,310,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",21.857333,-77.077983,2023-01-21 20:15:00.000,13.0,311.8,309,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",21.914558,-77.146267,2023-01-21 20:40:00.000,12.9,311.3,310,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",21.932803,-77.168321,2023-01-21 20:45:00.000,13.6,312.2,312,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
3,319315000,"TE MANU",1006269,"ZCRJ6",23.385023,-79.126330,2023-01-21 20:55:00.000,13.1,330.0,332,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319135800,"TREEHOUSE",1006805,"ZGHP4",23.324770,-79.082489,2023-01-21 21:00:00.000,13.2,332.1,332,0,1,37,3.8,3.8,25,34,8,2,"PW MKK","KY",ORBCOMM-T
1,319173200,"ARROW",9834583,"ZGKI4",21.984283,-77.230284,2023-01-21 21:05:00.000,13.9,311.3,314,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
3,319315000,"TE MANU",1006269,"ZCRJ6",23.422145,-79.154064,2023-01-21 21:05:00.000,13.0,325.7,329,0,15,37,3.1,3.1,24,25,6,4,"US PEF","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",22.120800,-77.394884,2023-01-21 22:00:00.000,13.9,311.4,313,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",22.169166,-77.452817,2023-01-21 22:20:00.000,13.8,313.7,312,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",22.186366,-77.469834,2023-01-21 22:25:00.000,14.0,321.0,320,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",22.198283,-77.479200,2023-01-21 22:30:00.000,14.1,325.7,325,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",22.256379,-77.538090,2023-01-21 22:50:00.000,13.9,315.3,313,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",22.539680,-77.976267,2023-01-22 00:55:00.000,14.0,303.6,303,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",22.590633,-78.059900,2023-01-22 01:20:00.000,13.9,303.3,303,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",22.708733,-78.398334,2023-01-22 02:50:00.000,13.1,290.1,290,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",22.752316,-78.525434,2023-01-22 03:20:00.000,13.4,290.3,290,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",23.083899,-78.889045,2023-01-22 05:35:00.000,14.0,331.8,329,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",23.156400,-78.930767,2023-01-22 05:55:00.000,14.2,332.6,332,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",23.229633,-78.973017,2023-01-22 06:15:00.000,13.8,331.2,331,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",23.246000,-78.982350,2023-01-22 06:20:00.000,13.9,331.7,332,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319173200,"ARROW",9834583,"ZGKI4",23.255071,-78.987639,2023-01-22 06:25:00.000,13.8,331.5,331,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
3,319173200,"ARROW",9834583,"ZGKI4",23.300883,-79.014050,2023-01-22 06:40:00.000,14.0,332.4,331,0,6,37,3.8,3.8,25,50,6,7,"AG - FALMOUTH","KY",None
1,319032000,"DE DE",9280512,"ZCOX8",22.082615,-77.332401,2023-01-22 19:05:00.000,11.5,311.4,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",22.210886,-77.485490,2023-01-22 20:05:00.000,11.3,312.6,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",22.214375,-77.489842,2023-01-22 20:10:00.000,11.5,309.3,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",22.275596,-77.563633,2023-01-22 20:35:00.000,11.7,311.7,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",22.426089,-77.785877,2023-01-22 21:55:00.000,12.0,304.7,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",22.455792,-77.834424,2023-01-22 22:10:00.000,12.2,302.7,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",22.505996,-77.916425,2023-01-22 22:35:00.000,12.1,304.2,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",22.512695,-77.927434,2023-01-22 22:40:00.000,12.1,302.8,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",22.663546,-78.209680,2023-01-23 00:10:00.000,12.1,297.9,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",22.874318,-78.665618,2023-01-23 02:35:00.000,11.2,306.6,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
3,319032000,"DE DE",9280512,"ZCOX8",22.925465,-78.734464,2023-01-23 03:00:00.000,11.7,314.1,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",22.960328,-78.773278,2023-01-23 03:15:00.000,11.6,316.6,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",22.974900,-78.787937,2023-01-23 03:20:00.000,11.6,315.9,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",22.985030,-78.797565,2023-01-23 03:25:00.000,11.6,316.1,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",23.036308,-78.840894,2023-01-23 03:45:00.000,11.7,321.3,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",23.156460,-78.935749,2023-01-23 04:30:00.000,12.0,324.1,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",23.180965,-78.956152,2023-01-23 04:40:00.000,12.3,321.5,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",23.300453,-79.063780,2023-01-23 05:25:00.000,11.8,317.3,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319032000,"DE DE",9280512,"ZCOX8",23.304238,-79.067174,2023-01-23 05:30:00.000,11.7,323.3,None,0,1,37,3.0,3.0,18,26,3,6,"FT-LAUDERDALE","KY",ORBCOMM-T
1,319104200,"BARBARA",1012725,"ZGFN2",21.952933,-77.202934,2023-01-26 11:45:00.000,12.2,312.9,313,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,339829000,"INSPIRATION",9831725,"6YUA3",22.124525,-77.306570,2023-01-26 12:50:00.000,12.0,294.0,298,0,0,37,2.4,2.4,27,11,4,4,"NASSAU","JM",None
1,319104200,"BARBARA",1012725,"ZGFN2",22.107541,-77.382150,2023-01-26 12:50:00.000,12.1,313.4,316,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,319104200,"BARBARA",1012725,"ZGFN2",22.174408,-77.460009,2023-01-26 13:20:00.000,12.7,312.4,312,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,319104200,"BARBARA",1012725,"ZGFN2",22.188133,-77.476150,2023-01-26 13:25:00.000,12.6,312.2,311,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,339829000,"INSPIRATION",9831725,"6YUA3",22.231941,-77.496659,2023-01-26 13:55:00.000,11.6,306.2,304,0,0,37,2.4,2.4,27,11,4,4,"NASSAU","JM",None
1,319104200,"BARBARA",1012725,"ZGFN2",22.298333,-77.606367,2023-01-26 14:10:00.000,12.6,312.6,312,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,339829000,"INSPIRATION",9831725,"6YUA3",22.313560,-77.614412,2023-01-26 14:35:00.000,11.9,306.1,301,0,0,37,2.4,2.4,27,11,4,4,"NASSAU","JM",None
1,319104200,"BARBARA",1012725,"ZGFN2",22.741883,-78.476017,2023-01-26 18:30:00.000,12.8,292.1,291,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,319104200,"BARBARA",1012725,"ZGFN2",22.784183,-78.595934,2023-01-26 19:05:00.000,12.5,291.3,289,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,319104200,"BARBARA",1012725,"ZGFN2",22.790049,-78.612300,2023-01-26 19:10:00.000,12.5,291.1,289,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,319104200,"BARBARA",1012725,"ZGFN2",22.803116,-78.649600,2023-01-26 19:20:00.000,12.4,290.1,289,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,319104200,"BARBARA",1012725,"ZGFN2",22.868133,-78.778634,2023-01-26 20:00:00.000,13.0,308.4,307,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,319104200,"BARBARA",1012725,"ZGFN2",22.902450,-78.812100,2023-01-26 20:15:00.000,13.0,327.2,328,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,319104200,"BARBARA",1012725,"ZGFN2",23.012524,-78.891809,2023-01-26 20:50:00.000,12.6,325.4,324,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,319104200,"BARBARA",1012725,"ZGFN2",23.020000,-78.897384,2023-01-26 20:55:00.000,12.6,325.3,324,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,319104200,"BARBARA",1012725,"ZGFN2",23.039383,-78.911784,2023-01-26 21:00:00.000,12.7,325.4,324,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,319104200,"BARBARA",1012725,"ZGFN2",23.098283,-78.955617,2023-01-26 21:20:00.000,12.8,324.7,322,0,1,37,4.0,4.0,24,65,7,7,"SAN JUAN, PUERTO RIC","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.886526,-78.819930,2023-01-27 12:35:00.000,11.8,160.6,157,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.763173,-78.678267,2023-01-27 13:35:00.000,11.6,110.1,107,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.670234,-78.408580,2023-01-27 15:00:00.000,11.5,110.5,106,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.653337,-78.359561,2023-01-27 15:15:00.000,11.3,110.1,106,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.564348,-78.110030,2023-01-27 16:35:00.000,11.8,121.0,116,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.446093,-77.911902,2023-01-27 17:40:00.000,11.8,122.8,118,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.325976,-77.724793,2023-01-27 18:45:00.000,11.6,124.8,120,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.203033,-77.553445,2023-01-27 19:45:00.000,11.6,131.6,126,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.191630,-77.539964,2023-01-27 19:50:00.000,11.9,132.4,126,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.173420,-77.518440,2023-01-27 20:00:00.000,11.6,132.2,127,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.131918,-77.468748,2023-01-27 20:20:00.000,11.5,125.7,119,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.120878,-77.450585,2023-01-27 20:25:00.000,11.2,128.4,121,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.116403,-77.441259,2023-01-27 20:30:00.000,11.6,112.9,107,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
1,319139200,"SHERPA",9795529,"ZGHE9",22.025398,-77.196187,2023-01-27 21:45:00.000,11.2,111.9,109,0,0,37,3.7,3.7,17,57,8,5,"US SAV","KY",ORBCOMM-T
3,538071291,"LIONESS V",1007990,"V7VZ6",23.066996,-78.854489,2023-01-30 01:55:00.000,9.8,337.9,343,0,15,37,3.6,3.6,24,40,6,6,"ESPMI","MH",ORBCOMM-T
3,538071291,"LIONESS V",1007990,"V7VZ6",23.375553,-78.987169,2023-01-30 03:55:00.000,9.8,337.4,340,0,15,37,3.6,3.6,24,40,6,6,"ESPMI","MH",ORBCOMM-T
3,319260000,"AMICA MEA",1007770,"ZCNG7",23.412250,-79.118900,2023-01-30 17:50:00.000,10.5,166.0,162,0,1,37,2.4,2.4,16,30,5,4,"ST MAARTEN","KY",ORBCOMM-T
3,319260000,"AMICA MEA",1007770,"ZCNG7",23.391033,-79.113100,2023-01-30 17:55:00.000,10.2,165.6,163,0,1,37,2.4,2.4,16,30,5,4,"ST MAARTEN","KY",ORBCOMM-T
3,319260000,"AMICA MEA",1007770,"ZCNG7",23.387049,-79.111983,2023-01-30 18:00:00.000,10.3,165.3,162,0,1,37,2.4,2.4,16,30,5,4,"ST MAARTEN","KY",ORBCOMM-T
3,319260000,"AMICA MEA",1007770,"ZCNG7",23.345116,-79.099934,2023-01-30 18:15:00.000,10.6,164.5,162,0,1,37,2.4,2.4,16,30,5,4,"ST MAARTEN","KY",ORBCOMM-T
3,319260000,"AMICA MEA",1007770,"ZCNG7",23.327283,-79.094783,2023-01-30 18:20:00.000,10.6,164.8,163,0,1,37,2.4,2.4,16,30,5,4,"ST MAARTEN","KY",ORBCOMM-T
3,319260000,"AMICA MEA",1007770,"ZCNG7",23.233500,-79.068267,2023-01-30 18:50:00.000,10.6,166.2,163,0,1,37,2.4,2.4,16,30,5,4,"ST MAARTEN","KY",ORBCOMM-T
3,319260000,"AMICA MEA",1007770,"ZCNG7",23.205516,-79.055234,2023-01-30 19:00:00.000,10.4,148.7,147,0,1,37,2.4,2.4,16,30,5,4,"ST MAARTEN","KY",ORBCOMM-T
3,319260000,"AMICA MEA",1007770,"ZCNG7",23.199516,-79.051228,2023-01-30 19:05:00.000,10.4,148.4,146,0,1,37,2.4,2.4,16,30,5,4,"ST MAARTEN","KY",ORBCOMM-T
