MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DRAUGHT,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,DESTINATION,MMSI_COUNTRY_CD,RECEIVER
3,319982000,"INGOT",9520730,"ZCXS5",22.560676,-77.978997,2023-04-01 08:40:00.000,11.1,305.7,304,0,1,37,2.4,2.4,32,17,4,6,"SINT MAARTEN,NA","KY",ORBCOMM-T
1,319982000,"INGOT",9520730,"ZCXS5",22.621178,-78.075255,2023-04-01 09:15:00.000,11.0,298.2,298,0,1,37,2.4,2.4,32,17,4,6,"SINT MAARTEN,NA","KY",ORBCOMM-T
3,368196520,"SWIFT",0,"WDM3350",21.895369,-76.741244,2023-04-01 13:00:00.000,8.7,286.6,285,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
1,368196520,"SWIFT",0,"WDM3350",21.901370,-76.756668,2023-04-01 13:05:00.000,9.3,295.1,291,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
1,319982000,"INGOT",9520730,"ZCXS5",22.990935,-78.720924,2023-04-01 13:10:00.000,11.1,323.1,324,0,1,37,2.4,2.4,32,17,4,6,"SINT MAARTEN,NA","KY",ORBCOMM-T
3,368196520,"SWIFT",0,"WDM3350",21.913018,-76.786434,2023-04-01 13:15:00.000,9.2,302.7,307,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
3,368196520,"SWIFT",0,"WDM3350",21.926436,-76.820674,2023-04-01 13:30:00.000,9.1,281.8,282,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
3,368196520,"SWIFT",0,"WDM3350",21.930775,-76.831292,2023-04-01 13:35:00.000,9.5,289.8,289,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
1,368196520,"SWIFT",0,"WDM3350",21.941593,-76.859052,2023-04-01 13:45:00.000,9.0,285.5,288,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
3,368196520,"SWIFT",0,"WDM3350",21.951110,-76.883512,2023-04-01 13:55:00.000,9.2,290.5,286,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
1,319982000,"INGOT",9520730,"ZCXS5",23.105691,-78.811552,2023-04-01 14:00:00.000,10.9,324.9,325,0,1,37,2.4,2.4,32,17,4,6,"SINT MAARTEN,NA","KY",ORBCOMM-T
1,368196520,"SWIFT",0,"WDM3350",21.962373,-76.911920,2023-04-01 14:05:00.000,9.9,278.7,279,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
1,368196520,"SWIFT",0,"WDM3350",21.963754,-76.915585,2023-04-01 14:10:00.000,9.3,293.1,290,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
1,319982000,"INGOT",9520730,"ZCXS5",23.150879,-78.846760,2023-04-01 14:15:00.000,10.8,325.8,325,0,1,37,2.4,2.4,32,17,4,6,"SINT MAARTEN,NA","KY",ORBCOMM-T
3,368196520,"SWIFT",0,"WDM3350",21.975580,-76.945705,2023-04-01 14:20:00.000,9.7,289.1,289,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
1,319982000,"INGOT",9520730,"ZCXS5",23.236521,-78.909857,2023-04-01 14:50:00.000,10.8,327.9,325,0,1,37,2.4,2.4,32,17,4,6,"SINT MAARTEN,NA","KY",ORBCOMM-T
1,368196520,"SWIFT",0,"WDM3350",22.003641,-77.017380,2023-04-01 14:50:00.000,9.1,293.3,293,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
1,319982000,"INGOT",9520730,"ZCXS5",23.245111,-78.915501,2023-04-01 14:55:00.000,10.8,330.6,329,0,1,37,2.4,2.4,32,17,4,6,"SINT MAARTEN,NA","KY",ORBCOMM-T
1,368196520,"SWIFT",0,"WDM3350",22.009830,-77.033011,2023-04-01 14:55:00.000,9.3,296.6,294,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
1,368196520,"SWIFT",0,"WDM3350",22.012492,-77.039727,2023-04-01 15:00:00.000,8.8,283.9,279,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
1,368196520,"SWIFT",0,"WDM3350",22.017135,-77.051624,2023-04-01 15:05:00.000,8.7,293.2,291,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
1,319982000,"INGOT",9520730,"ZCXS5",23.301791,-78.945549,2023-04-01 15:15:00.000,11.5,338.3,337,0,1,37,2.4,2.4,32,17,4,6,"SINT MAARTEN,NA","KY",ORBCOMM-T
1,319982000,"INGOT",9520730,"ZCXS5",23.315660,-78.951838,2023-04-01 15:20:00.000,11.8,336.6,336,0,1,37,2.4,2.4,32,17,4,6,"SINT MAARTEN,NA","KY",ORBCOMM-T
3,368196520,"SWIFT",0,"WDM3350",22.033203,-77.092275,2023-04-01 15:20:00.000,8.9,294.5,294,0,0,37,2.2,2.2,17,4,2,4,"PALM BEACH","US",None
