,MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DRAUGHT.1,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,DESTINATION,MMSI_COUNTRY_CD,RECEIVER,BEAM,LENGTH,channel_side,time_diff,new_voyage,voyage_id,num_pings,cog_diff,geometry,in_channel_north,in_channel_south,north_of_channel,south_of_channel,location,correct_side,prev_location,location_diff,prev_coord,prev_sog,actual_dist,est_dist,dist_diff,row_score,voyage_score
1013,1,209729000,PROGRESO,9274264.0,P3ZH9,22.245081,-77.554427,2023-10-19 15:55:00,13.9,305.9,309.0,0.0,1.0,70,5.5,5.5,93,7,9,8,USPFN,CY,ORBCOMM-T,17,100,Northwestbound,414000.0,True,26_209729000,7,,POINT (-8633319.322404109 2540975.680223896),True,False,False,False,in north channel,True,,,,,,,,0,4
1014,1,209729000,PROGRESO,9274264.0,P3ZH9,22.255362,-77.569614,2023-10-19 16:00:00,14.0,305.4,309.0,0.0,1.0,70,5.5,5.5,93,7,9,8,USPFN,CY,ORBCOMM-T,17,100,Northwestbound,300.0,False,26_209729000,7,0.5,POINT (-8635009.931510784 2542212.230641757),True,False,False,False,in north channel,True,in north channel,same,POINT (-8633319.322404109 2540975.680223896),13.9,1.130983063708234,1.1583333333333332,0.027350269625099122,0,4
1015,1,209729000,PROGRESO,9274264.0,P3ZH9,22.313096,-77.654248,2023-10-19 16:25:00,14.2,306.1,309.0,0.0,1.0,70,5.5,5.5,93,7,9,8,USPFN,CY,ORBCOMM-T,17,100,Northwestbound,1500.0,False,26_209729000,7,0.7000000000000455,POINT (-8644431.345294582 2549157.8933418673),False,True,False,False,in south channel,False,in north channel,cross channel,POINT (-8635009.931510784 2542212.230641757),14.0,6.320191274712806,5.833333333333334,0.4868579413794718,2,4
1016,1,209729000,PROGRESO,9274264.0,P3ZH9,22.340047,-77.692768,2023-10-19 16:35:00,14.2,307.2,309.0,0.0,1.0,70,5.5,5.5,93,7,9,8,USPFN,CY,ORBCOMM-T,17,100,Northwestbound,600.0,False,26_209729000,7,1.099999999999966,POINT (-8648719.37207994 2552401.2041754792),False,True,False,False,in south channel,False,in south channel,same,POINT (-8644431.345294582 2549157.8933418673),14.2,2.903069160869437,2.3666666666666663,0.5364024942027705,1,4
1017,1,209729000,PROGRESO,9274264.0,P3ZH9,22.356395,-77.715949,2023-10-19 16:40:00,14.2,306.4,310.0,0.0,1.0,70,5.5,5.5,93,7,9,8,USPFN,CY,ORBCOMM-T,17,100,Northwestbound,300.0,False,26_209729000,7,0.8000000000000114,POINT (-8651299.869196018 2554368.844625178),True,False,False,False,in north channel,True,in south channel,cross channel,POINT (-8648719.37207994 2552401.2041754792),14.2,1.7522159009341094,1.1833333333333331,0.5688825676007763,1,4
1018,1,209729000,PROGRESO,9274264.0,P3ZH9,22.362788,-77.725019,2023-10-19 16:45:00,14.2,306.8,309.0,0.0,1.0,70,5.5,5.5,93,7,9,8,USPFN,CY,ORBCOMM-T,17,100,Northwestbound,300.0,False,26_209729000,7,0.4000000000000341,POINT (-8652309.536977513 2555138.367011126),True,False,False,False,in north channel,True,in north channel,same,POINT (-8651299.869196018 2554368.844625178),14.2,0.6854714536902208,1.1833333333333331,0.49786187964311235,0,4
1019,1,209729000,PROGRESO,9274264.0,P3ZH9,22.396244,-77.772118,2023-10-19 17:00:00,14.4,306.7,309.0,0.0,1.0,70,5.5,5.5,93,7,9,8,USPFN,CY,ORBCOMM-T,17,100,Northwestbound,900.0,False,26_209729000,7,0.10000000000002274,POINT (-8657552.573674386 2559166.0263578417),True,False,False,False,in north channel,True,in north channel,same,POINT (-8652309.536977513 2555138.367011126),14.2,3.5699268117528424,3.55,0.01992681175284261,0,4
1926,1,211828810,VEGA SCORPIO,9491599.0,DIEP2,22.613338,-78.083115,2023-01-26 01:25:00,16.5,298.6,299.0,5.0,1.0,72,8.0,8.0,127,12,12,11,SXPHI,DE,,23,139,Northwestbound,,True,1_211828810,5,,POINT (-8692172.601352623 2585324.9023352913),True,False,False,False,in north channel,True,,,,,,,,0,3
1927,1,211828810,VEGA SCORPIO,9491599.0,DIEP2,22.637256,-78.14466,2023-01-26 01:40:00,16.5,291.2,291.0,5.0,1.0,72,8.0,8.0,127,12,12,11,SXPHI,DE,,23,139,Northwestbound,900.0,False,1_211828810,5,7.400000000000034,POINT (-8699023.759413494 2588209.43420332),True,False,False,False,in north channel,True,in north channel,same,POINT (-8692172.601352623 2585324.9023352913),16.5,4.013864158490124,4.125,0.11113584150987599,0,3
1928,1,211828810,VEGA SCORPIO,9491599.0,DIEP2,22.684556,-78.296092,2023-01-26 02:10:00,16.1,288.3,288.0,5.0,1.0,72,8.0,8.0,127,12,12,11,SXPHI,DE,,23,139,Northwestbound,1800.0,False,1_211828810,5,2.8999999999999773,POINT (-8715881.0925433 2593915.3351033744),True,False,False,False,in north channel,True,in north channel,same,POINT (-8699023.759413494 2588209.43420332),16.5,9.609573706641394,8.25,1.3595737066413935,1,3
1929,1,211828810,VEGA SCORPIO,9491599.0,DIEP2,22.703035,-78.356954,2023-01-26 02:25:00,16.3,287.8,288.0,5.0,1.0,72,8.0,8.0,127,12,12,11,SXPHI,DE,,23,139,Northwestbound,900.0,False,1_211828810,5,0.5,POINT (-8722656.21939196 2596145.031351573),True,False,False,False,in north channel,True,in north channel,same,POINT (-8715881.0925433 2593915.3351033744),16.1,3.8513151536480876,4.025,0.17368484635191273,0,3
1930,1,211828810,VEGA SCORPIO,9491599.0,DIEP2,22.74293,-78.485762,2023-01-26 02:50:00,16.5,291.1,289.0,5.0,1.0,72,8.0,8.0,127,12,12,11,SXPHI,DE,,23,139,Northwestbound,1500.0,False,1_211828810,5,3.3000000000000114,POINT (-8736995.060362061 2600959.831867985),True,False,False,False,in north channel,True,in north channel,same,POINT (-8722656.21939196 2596145.031351573),16.3,8.16723484426515,6.791666666666667,1.3755681775984838,1,3
2211,1,212723000,BF FORTALEZA,9130432.0,5BWG2,22.355916,-77.7954,2024-02-09 14:45:00,14.0,124.2,121.0,0.0,1.0,70,6.7,6.7,113,8,12,6,BZBZE,CY,ORBCOMM-T,18,121,Southeastbound,13200.0,True,4_212723000,7,,POINT (-8660144.314059034 2554311.189043951),False,True,False,False,in south channel,True,,,,,,,,0,9
2212,1,212723000,BF FORTALEZA,9130432.0,5BWG2,22.338033,-77.768034,2024-02-09 14:55:00,14.1,124.8,122.0,0.0,1.0,70,6.7,6.7,113,8,12,6,BZBZE,CY,ORBCOMM-T,18,121,Southeastbound,600.0,False,4_212723000,7,0.5999999999999943,POINT (-8657097.944873985 2552158.815696171),False,False,False,True,south,,in south channel,abnormal exit,POINT (-8660144.314059034 2554311.189043951),14.0,2.0140635563228804,2.333333333333333,0.31926977701045267,2,9
2213,1,212723000,BF FORTALEZA,9130432.0,5BWG2,22.270783,-77.66495,2024-02-09 15:20:00,14.4,125.4,121.0,0.0,1.0,70,6.7,6.7,113,8,12,6,BZBZE,CY,ORBCOMM-T,18,121,Southeastbound,1500.0,False,4_212723000,7,0.6000000000000227,POINT (-8645622.686485054 2544067.1663932055),False,False,False,True,south,,south,same,POINT (-8657097.944873985 2552158.815696171),14.1,7.58170646597385,5.875,1.7067064659738502,2,9
2214,1,212723000,BF FORTALEZA,9130432.0,5BWG2,22.262988,-77.653022,2024-02-09 15:25:00,14.4,125.5,122.0,0.0,1.0,70,6.7,6.7,113,8,12,6,BZBZE,CY,ORBCOMM-T,18,121,Southeastbound,300.0,False,4_212723000,7,0.09999999999999432,POINT (-8644294.86759887 2543129.5087765646),False,False,False,True,south,,south,same,POINT (-8645622.686485054 2544067.1663932055),14.4,0.8777140402776634,1.2,0.32228595972233653,1,9
2215,3,212723000,BF FORTALEZA,9130432.0,5BWG2,22.258733,-77.647117,2024-02-09 15:30:00,14.6,132.2,129.0,0.0,1.0,70,6.7,6.7,113,8,12,6,BZBZE,CY,ORBCOMM-T,18,121,Southeastbound,300.0,False,4_212723000,7,6.699999999999989,POINT (-8643637.526005734 2542617.698462165),False,False,False,True,south,,south,same,POINT (-8644294.86759887 2543129.5087765646),14.4,0.4498381346594404,1.2,0.7501618653405595,1,9
2216,1,212723000,BF FORTALEZA,9130432.0,5BWG2,22.201966,-77.584067,2024-02-09 15:45:00,14.6,134.5,130.0,0.0,1.0,70,6.7,6.7,113,8,12,6,BZBZE,CY,ORBCOMM-T,18,121,Southeastbound,900.0,False,4_212723000,7,2.3000000000000114,POINT (-8636618.83211122 2535790.9980820455),False,False,False,True,south,,south,same,POINT (-8643637.526005734 2542617.698462165),14.6,5.2868096039588055,3.65,1.6368096039588056,2,9
2217,1,212723000,BF FORTALEZA,9130432.0,5BWG2,22.192951,-77.574052,2024-02-09 15:50:00,14.8,134.0,130.0,0.0,1.0,70,6.7,6.7,113,8,12,6,BZBZE,CY,ORBCOMM-T,18,121,Southeastbound,300.0,False,4_212723000,7,0.5,POINT (-8635503.967410926 2534707.124090898),False,False,False,True,south,,south,same,POINT (-8636618.83211122 2535790.9980820455),14.6,0.8395824355463658,1.2166666666666666,0.37708423112030076,1,9
2828,1,215532000,BONITO LNG,9845788.0,9HA5162,21.740214,-76.807968,2023-12-18 21:10:00,19.5,282.9,281.0,0.0,1.0,81,9.5,9.5,235,64,13,33,ATLANTIC OCEAN,MT,,46,299,Northwestbound,7993800.0,True,4_215532000,6,,POINT (-8550223.88662605 2480363.2515748525),False,False,False,False,east,,,,,,,,,0,3
2829,1,215532000,BONITO LNG,9845788.0,9HA5162,21.752515,-76.857679,2023-12-18 21:15:00,19.7,285.9,286.0,0.0,1.0,81,9.5,9.5,235,64,13,33,ATLANTIC OCEAN,MT,,46,299,Northwestbound,300.0,False,4_215532000,6,3.0,POINT (-8555757.689832877 2481837.51117398),False,False,False,False,east,,east,same,POINT (-8550223.88662605 2480363.2515748525),19.5,3.09225146362897,1.625,1.46725146362897,1,3
2830,1,215532000,BONITO LNG,9845788.0,9HA5162,21.7935,-76.95538,2023-12-18 21:35:00,19.9,297.0,296.0,0.0,1.0,81,9.5,9.5,235,64,13,33,ATLANTIC OCEAN,MT,,46,299,Northwestbound,1200.0,False,4_215532000,6,11.100000000000023,POINT (-8566633.71540287 2486750.424540067),False,False,False,False,east,,east,same,POINT (-8555757.689832877 2481837.51117398),19.7,6.443979780076231,6.566666666666666,0.12268688659043558,0,3
2831,1,215532000,BONITO LNG,9845788.0,9HA5162,21.755485,-76.813352,2023-12-18 21:40:00,19.5,289.6,289.0,0.0,1.0,81,9.5,9.5,235,64,13,33,ATLANTIC OCEAN,MT,,46,299,Northwestbound,300.0,False,4_215532000,6,7.399999999999977,POINT (-8550823.23076448 2482193.480916486),False,False,False,False,east,,east,same,POINT (-8566633.71540287 2486750.424540067),19.9,8.884551781224653,1.6583333333333332,7.22621844789132,1,3
2832,1,215532000,BONITO LNG,9845788.0,9HA5162,21.815837,-77.00204,2023-12-18 21:45:00,19.9,297.4,295.0,0.0,1.0,81,9.5,9.5,235,64,13,33,ATLANTIC OCEAN,MT,,46,299,Northwestbound,300.0,False,4_215532000,6,7.7999999999999545,POINT (-8571827.882843282 2489428.574773358),False,False,False,False,east,,east,same,POINT (-8550823.23076448 2482193.480916486),19.5,11.995646071096203,1.625,10.370646071096203,1,3
2833,1,215532000,BONITO LNG,9845788.0,9HA5162,21.825817,-77.022797,2023-12-18 21:50:00,19.9,297.2,296.0,0.0,1.0,81,9.5,9.5,235,64,13,33,ATLANTIC OCEAN,MT,,46,299,Northwestbound,300.0,False,4_215532000,6,0.19999999999998863,POINT (-8574138.54151368 2490625.286783257),False,False,False,False,east,,east,same,POINT (-8571827.882843282 2489428.574773358),19.9,1.4050650588946774,1.6583333333333332,0.25326827443865585,0,3
3083,1,215891000,CMA CGM BEIRA,9302956.0,9HA2792,21.789333,-76.953395,2023-10-27 13:45:00,18.8,293.5,292.0,0.0,1.0,75,8.5,8.5,166,44,5,25,PEPI0,MT,rORBCOMM000,30,210,Northwestbound,3622200.0,True,5_215891000,12,,POINT (-8566412.746213645 2486250.857915798),False,False,False,False,east,,,,,,,,,0,4
3084,1,215891000,CMA CGM BEIRA,9302956.0,9HA2792,21.813828,-77.01306,2023-10-27 13:55:00,18.6,297.6,297.0,0.0,1.0,75,8.5,8.5,166,44,5,25,PEPI0,MT,rORBCOMM000,30,210,Northwestbound,600.0,False,5_215891000,12,4.100000000000023,POINT (-8573054.623631824 2489187.6836182307),False,False,False,False,east,,east,same,POINT (-8566412.746213645 2486250.857915798),18.8,3.9212949841974125,3.1333333333333333,0.7879616508640792,0,4
3085,1,215891000,CMA CGM BEIRA,9302956.0,9HA2792,21.82108,-77.027239,2023-10-27 14:00:00,18.7,303.6,304.0,0.0,1.0,75,8.5,8.5,166,44,5,25,PEPI0,MT,rORBCOMM000,30,210,Northwestbound,300.0,False,5_215891000,12,6.0,POINT (-8574633.022691783 2490057.257861263),False,False,False,False,east,,east,same,POINT (-8573054.623631824 2489187.6836182307),18.6,0.9730527093738756,1.55,0.5769472906261245,0,4
3086,1,215891000,CMA CGM BEIRA,9302956.0,9HA2792,21.920025,-77.144224,2023-10-27 14:25:00,18.7,312.7,310.0,0.0,1.0,75,8.5,8.5,166,44,5,25,PEPI0,MT,rORBCOMM000,30,210,Northwestbound,1500.0,False,5_215891000,12,9.099999999999966,POINT (-8587655.733322233 2501925.984706684),False,False,False,False,east,,east,same,POINT (-8574633.022691783 2490057.257861263),18.7,9.513992066095176,7.791666666666667,1.7223253994285086,1,4
3087,1,215891000,CMA CGM BEIRA,9302956.0,9HA2792,21.991935,-77.233745,2023-10-27 14:50:00,18.9,307.6,310.0,0.0,1.0,75,8.5,8.5,166,44,5,25,PEPI0,MT,rORBCOMM000,30,210,Northwestbound,1500.0,False,5_215891000,12,5.099999999999966,POINT (-8597621.16545754 2510556.962842725),False,False,False,False,east,,east,same,POINT (-8587655.733322233 2501925.984706684),18.7,7.118541136482723,7.791666666666667,0.6731255301839436,0,4
3088,1,215891000,CMA CGM BEIRA,9302956.0,9HA2792,22.050501,-77.315888,2023-10-27 15:05:00,19.4,308.3,311.0,0.0,1.0,75,8.5,8.5,166,44,5,25,PEPI0,MT,rORBCOMM000,30,210,Northwestbound,900.0,False,5_215891000,12,0.6999999999999886,POINT (-8606765.282389771 2517589.5634349175),False,False,False,False,east,,east,same,POINT (-8597621.16545754 2510556.962842725),18.9,6.228815894917489,4.725,1.5038158949174898,1,4
3089,1,215891000,CMA CGM BEIRA,9302956.0,9HA2792,22.058271,-77.326022,2023-10-27 15:10:00,19.4,310.1,314.0,0.0,1.0,75,8.5,8.5,166,44,5,25,PEPI0,MT,rORBCOMM000,30,210,Northwestbound,300.0,False,5_215891000,12,1.8000000000000114,POINT (-8607893.394109469 2518522.8030218114),False,False,False,False,east,,east,same,POINT (-8606765.282389771 2517589.5634349175),19.4,0.7905523691763863,1.6166666666666665,0.8261142974902802,0,4
3090,1,215891000,CMA CGM BEIRA,9302956.0,9HA2792,22.108985,-77.386675,2023-10-27 15:20:00,19.4,312.7,316.0,0.0,1.0,75,8.5,8.5,166,44,5,25,PEPI0,MT,rORBCOMM000,30,210,Northwestbound,600.0,False,5_215891000,12,2.599999999999966,POINT (-8614645.255184554 2524615.2236787723),False,False,False,False,east,,east,same,POINT (-8607893.394109469 2518522.8030218114),19.4,4.91052631313925,3.233333333333333,1.6771929798059166,1,4
3091,1,215891000,CMA CGM BEIRA,9302956.0,9HA2792,22.115836,-77.39464,2023-10-27 15:25:00,19.6,312.7,316.0,0.0,1.0,75,8.5,8.5,166,44,5,25,PEPI0,MT,rORBCOMM000,30,210,Northwestbound,300.0,False,5_215891000,12,0.0,POINT (-8615531.914928721 2525438.4221298066),False,False,False,False,east,,east,same,POINT (-8614645.255184554 2524615.2236787723),19.4,0.6532893882270441,1.6166666666666665,0.9633772784396224,0,4
3092,1,215891000,CMA CGM BEIRA,9302956.0,9HA2792,22.213543,-77.507749,2023-10-27 15:50:00,18.6,312.6,312.0,0.0,1.0,75,8.5,8.5,166,44,5,25,PEPI0,MT,rORBCOMM000,30,210,Northwestbound,1500.0,False,5_215891000,12,0.0999999999999659,POINT (-8628123.15121286 2537183.0035788715),True,False,False,False,in north channel,True,east,enter channel,POINT (-8615531.914928721 2525438.4221298066),19.6,9.297264919630472,8.166666666666668,1.1305982529638037,0,4
3093,1,215891000,CMA CGM BEIRA,9302956.0,9HA2792,22.237368,-77.534067,2023-10-27 16:00:00,18.6,314.9,312.0,0.0,1.0,75,8.5,8.5,166,44,5,25,PEPI0,MT,rORBCOMM000,30,210,Northwestbound,600.0,False,5_215891000,12,2.2999999999999545,POINT (-8631052.857571555 2540048.0563730067),True,False,False,False,in north channel,True,in north channel,same,POINT (-8628123.15121286 2537183.0035788715),18.6,2.2126310912358376,3.1,0.8873689087641625,0,4
3094,1,215891000,CMA CGM BEIRA,9302956.0,9HA2792,22.317536,-77.626197,2023-10-27 16:20:00,19.4,312.4,312.0,0.0,1.0,75,8.5,8.5,166,44,5,25,PEPI0,MT,rORBCOMM000,30,210,Northwestbound,1200.0,False,5_215891000,12,2.5,POINT (-8641308.72225834 2549692.16437304),True,False,False,False,in north channel,True,in north channel,same,POINT (-8631052.857571555 2540048.0563730067),18.6,7.601585561532577,6.2,1.4015855615325767,1,4
3379,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.778186,-76.91091,2024-05-11 21:10:00,17.9,292.6,294.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,,True,1_219032189,104,,POINT (-8561683.33764729 2484914.555609969),False,False,False,False,east,,,,,,,,,0,4
3380,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.786561,-76.932568,2024-05-11 21:15:00,17.4,292.4,294.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.20000000000004547,POINT (-8564094.295178892 2485918.540862663),False,False,False,False,east,,east,same,POINT (-8561683.33764729 2484914.555609969),17.9,1.4101851781616799,1.4916666666666665,0.0814814885049866,0,4
3381,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.795983,-76.957092,2024-05-11 21:20:00,17.8,292.3,294.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.0999999999999659,POINT (-8566824.294371108 2487048.1093756394),False,False,False,False,east,,east,same,POINT (-8564094.295178892 2485918.540862663),17.4,1.5952890083777467,1.4499999999999997,0.14528900837774694,0,4
3382,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.801488,-76.971527,2024-05-11 21:25:00,18.0,292.1,294.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.19999999999998863,POINT (-8568431.191220706 2487708.1177140824),False,False,False,False,east,,east,same,POINT (-8566824.294371108 2487048.1093756394),17.8,0.9379974772053261,1.4833333333333334,0.5453358561280073,0,4
3383,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.819295,-77.0174,2024-05-11 21:30:00,18.0,299.0,305.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,6.899999999999977,POINT (-8573537.750221867 2489843.2176420097),False,False,False,False,east,,east,same,POINT (-8568431.191220706 2487708.1177140824),18.0,2.9886479452635046,1.5,1.4886479452635046,1,4
3384,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.828485,-77.0299,2024-05-11 21:35:00,17.5,309.0,312.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,10.0,POINT (-8574929.243856784 2490945.2235332136),False,False,False,False,east,,east,same,POINT (-8573537.750221867 2489843.2176420097),18.0,0.9584360757712745,1.5,0.5415639242287255,0,4
3385,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.843228,-77.04885,2024-05-11 21:40:00,18.1,309.6,312.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.6000000000000227,POINT (-8577038.748207316 2492713.2575047086),False,False,False,False,east,,east,same,POINT (-8574929.243856784 2490945.2235332136),17.5,1.4862101287569234,1.4583333333333333,0.027876795423590117,0,4
3386,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.86058,-77.069397,2024-05-11 21:45:00,18.1,312.3,314.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,2.6999999999999886,POINT (-8579326.029784646 2494794.405855986),False,False,False,False,east,,east,same,POINT (-8577038.748207316 2492713.2575047086),18.1,1.6697633739639766,1.5083333333333333,0.16143004063064326,0,4
3387,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.877611,-77.089209,2024-05-11 21:50:00,18.0,313.0,314.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.6999999999999886,POINT (-8581531.491536243 2496837.300307237),False,False,False,False,east,,east,same,POINT (-8579326.029784646 2494794.405855986),18.1,1.6232493808543371,1.5083333333333333,0.11491604752100382,0,4
3388,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.891968,-77.105731,2024-05-11 21:55:00,18.2,312.8,313.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.19999999999998863,POINT (-8583370.712163128 2498559.6337921754),False,False,False,False,east,,east,same,POINT (-8581531.491536243 2496837.300307237),18.0,1.3605668977648422,1.5,0.1394331022351578,0,4
3389,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.915057,-77.132052,2024-05-11 22:00:00,18.1,313.0,313.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.19999999999998863,POINT (-8586300.752480298 2501329.8630042314),False,False,False,False,east,,east,same,POINT (-8583370.712163128 2498559.6337921754),18.2,2.177271525699347,1.5166666666666666,0.6606048590326803,0,4
3390,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.927375,-77.146049,2024-05-11 22:05:00,18.3,313.4,314.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.39999999999997726,POINT (-8587858.891392933 2502807.966198671),False,False,False,False,east,,east,same,POINT (-8586300.752480298 2501329.8630042314),18.1,1.1596684005553646,1.5083333333333333,0.34866493277796873,0,4
3391,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.946567,-77.167798,2024-05-11 22:10:00,18.1,313.3,314.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.0999999999999659,POINT (-8590279.978998195 2505111.172657153),False,False,False,False,east,,east,same,POINT (-8587858.891392933 2502807.966198671),18.3,1.8043412126278815,1.525,0.2793412126278816,0,4
3392,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.965366,-77.188961,2024-05-11 22:15:00,18.1,313.3,313.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.0,POINT (-8592635.833381854 2507367.517107458),False,False,False,False,east,,east,same,POINT (-8590279.978998195 2505111.172657153),18.1,1.761390583911733,1.5083333333333333,0.2530572505783997,0,4
3393,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.982753,-77.208954,2024-05-11 22:20:00,18.0,312.0,312.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,1.3000000000000114,POINT (-8594861.443961283 2509454.652471842),False,False,False,False,east,,east,same,POINT (-8592635.833381854 2507367.517107458),18.1,1.6474954285925987,1.5083333333333333,0.13916209525926537,0,4
3394,1,219032189,CAPE SCOTT,9950117.0,OZJP2,21.997518,-77.226738,2024-05-11 22:25:00,18.1,311.4,311.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.6000000000000227,POINT (-8596841.14978555 2511227.2437223345),False,False,False,False,east,,east,same,POINT (-8594861.443961283 2509454.652471842),18.0,1.434842982695479,1.5,0.06515701730452106,0,4
3395,1,219032189,CAPE SCOTT,9950117.0,OZJP2,22.013096,-77.245422,2024-05-11 22:30:00,18.2,311.8,312.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.4000000000000341,POINT (-8598921.043151531 2513097.638609108),False,False,False,False,east,,east,same,POINT (-8596841.14978555 2511227.2437223345),18.1,1.5103766531104585,1.5083333333333333,0.002043319777125241,0,4
3396,1,219032189,CAPE SCOTT,9950117.0,OZJP2,22.03185,-77.267814,2024-05-11 22:35:00,18.2,312.4,312.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.5999999999999659,POINT (-8601413.709189374 2515349.6372626075),False,False,False,False,east,,east,same,POINT (-8598921.043151531 2513097.638609108),18.2,1.813886456361906,1.5166666666666666,0.2972197896952393,0,4
3397,1,219032189,CAPE SCOTT,9950117.0,OZJP2,22.045931,-77.284719,2024-05-11 22:40:00,18.0,312.0,311.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.39999999999997726,POINT (-8603295.565181235 2517040.6935666995),False,False,False,False,east,,east,same,POINT (-8601413.709189374 2515349.6372626075),18.2,1.3661151691961195,1.5166666666666666,0.15055149747054708,0,4
3398,1,219032189,CAPE SCOTT,9950117.0,OZJP2,22.063183,-77.305448,2024-05-11 22:45:00,18.1,312.3,312.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.30000000000001137,POINT (-8605603.106905889 2519112.8002442657),False,False,False,False,east,,east,same,POINT (-8603295.565181235 2517040.6935666995),18.0,1.6746052134017608,1.5,0.17460521340176083,0,4
3399,1,219032189,CAPE SCOTT,9950117.0,OZJP2,22.080394,-77.326071,2024-05-11 22:50:00,18.1,312.2,312.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.10000000000002274,POINT (-8607898.848764518 2521180.2344807875),False,False,False,False,east,,east,same,POINT (-8605603.106905889 2519112.8002442657),18.1,1.6681806193255255,1.5083333333333333,0.15984728599219222,0,4
3400,1,219032189,CAPE SCOTT,9950117.0,OZJP2,22.097401,-77.346615,2024-05-11 22:55:00,18.1,312.1,312.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.0999999999999659,POINT (-8610185.796383375 2523223.411138338),False,False,False,False,east,,east,same,POINT (-8607898.848764518 2521180.2344807875),18.1,1.6558998548745618,1.5083333333333333,0.1475665215412285,0,4
3401,1,219032189,CAPE SCOTT,9950117.0,OZJP2,22.113301,-77.365865,2024-05-11 23:00:00,18.1,311.4,311.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.7000000000000455,POINT (-8612328.696581146 2525133.8184209946),False,False,False,False,east,,east,same,POINT (-8610185.796383375 2523223.411138338),18.1,1.5501345286316737,1.5083333333333333,0.041801195298340366,0,4
