,MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DRAUGHT.1,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,DESTINATION,MMSI_COUNTRY_CD,RECEIVER,BEAM,LENGTH,channel_side,time_diff,new_voyage,voyage_id,num_pings,cog_diff,geometry,in_channel_north,in_channel_south,north_of_channel,south_of_channel,location,correct_side,prev_location,location_diff,prev_coord,prev_sog,actual_dist,est_dist,dist_diff,row_score,voyage_score
3465,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.06899,-78.909615,2024-05-12 04:45:00,17.3,326.1,327.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.0,POINT (-8784178.160493262 2640363.9459427753),False,False,False,False,west,,west,same,POINT (-8782553.452525135 2637920.3930227486),17.5,1.584451585097376,1.4583333333333333,0.12611825176404268,0,4
3466,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.08913,-78.924019,2024-05-12 04:50:00,17.3,326.9,328.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.7999999999999545,POINT (-8785781.606438648 2642800.9679914275),False,False,False,False,west,,west,same,POINT (-8784178.160493262 2640363.9459427753),17.3,1.5751768209253378,1.4416666666666667,0.1335101542586712,0,4
3467,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.109435,-78.938332,2024-05-12 04:55:00,17.4,326.8,328.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.0999999999999659,POINT (-8787374.922310373 2645258.3254353665),False,False,False,False,west,,west,same,POINT (-8785781.606438648 2642800.9679914275),17.3,1.5813787671940742,1.4416666666666667,0.13971210052740757,0,4
3468,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.129703,-78.952662,2024-05-12 05:00:00,17.3,327.1,327.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.30000000000001137,POINT (-8788970.13061344 2647711.5756905703),False,False,False,False,west,,west,same,POINT (-8787374.922310373 2645258.3254353665),17.4,1.58007522884087,1.4499999999999997,0.1300752288408702,0,4
3469,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.150005,-78.966867,2024-05-12 05:05:00,17.3,327.2,328.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.0999999999999659,POINT (-8790551.423980158 2650169.3129755817),False,False,False,False,west,,west,same,POINT (-8788970.13061344 2647711.5756905703),17.3,1.5780289450978677,1.4416666666666667,0.13636227843120108,0,4
3470,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.170335,-78.980902,2024-05-12 05:10:00,17.2,327.7,328.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.5,POINT (-8792113.793033442 2652630.813063),False,False,False,False,west,,west,same,POINT (-8790551.423980158 2650169.3129755817),17.3,1.5742385163541492,1.4416666666666667,0.1325718496874826,0,4
3471,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.19072,-78.994704,2024-05-12 05:15:00,17.2,328.2,328.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.5,POINT (-8793650.22464537 2655099.3477510377),False,False,False,False,west,,west,same,POINT (-8792113.793033442 2652630.813063),17.2,1.5700014237471045,1.4333333333333331,0.13666809041377137,0,4
3472,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.211178,-79.008305,2024-05-12 05:20:00,17.2,328.6,328.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.4000000000000341,POINT (-8795164.28103965 2657577.100731911),False,False,False,False,west,,west,same,POINT (-8793650.22464537 2655099.3477510377),17.2,1.5678960691234773,1.4333333333333331,0.13456273579014422,0,4
3473,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.231775,-79.021934,2024-05-12 05:25:00,17.2,328.9,327.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.2999999999999545,POINT (-8796681.454379672 2660072.0718727196),False,False,False,False,west,,west,same,POINT (-8795164.28103965 2657577.100731911),17.2,1.5767105617864274,1.4333333333333331,0.1433772284530943,0,4
3474,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.254253,-79.036517,2024-05-12 05:30:00,17.1,328.6,327.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.2999999999999545,POINT (-8798304.82651391 2662795.3331041792),False,False,False,False,west,,west,same,POINT (-8796681.454379672 2660072.0718727196),17.2,1.7118936684172168,1.4333333333333331,0.27856033508388367,0,4
3475,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.272843,-79.048834,2024-05-12 05:35:00,17.3,328.0,327.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.6000000000000227,POINT (-8799675.94868201 2665047.9010826685),False,False,False,False,west,,west,same,POINT (-8798304.82651391 2662795.3331041792),17.1,1.4239021112964365,1.425,0.001097888703563532,0,4
3476,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.293433,-79.062632,2024-05-12 05:40:00,17.3,327.9,327.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.10000000000002274,POINT (-8801211.935015975 2667543.1778978487),False,False,False,False,west,,west,same,POINT (-8799675.94868201 2665047.9010826685),17.3,1.5821528644783427,1.4416666666666667,0.14048619781167604,0,4
3477,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.317203,-79.078758,2024-05-12 05:45:00,17.3,327.7,326.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.19999999999998863,POINT (-8803007.073124507 2670424.3151782313),False,False,False,False,west,,west,same,POINT (-8801211.935015975 2667543.1778978487),17.3,1.8329612351453892,1.4416666666666667,0.39129456847872257,0,4
3478,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.337205,-79.092423,2024-05-12 05:50:00,17.3,327.6,326.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.0999999999999659,POINT (-8804528.253966197 2672849.13622335),False,False,False,False,west,,west,same,POINT (-8803007.073124507 2670424.3151782313),17.3,1.545620598350305,1.4416666666666667,0.10395393168363842,0,4
3479,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.354,-79.104095,2024-05-12 05:55:00,17.4,326.6,326.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,1.0,POINT (-8805827.575062737 2674885.458171449),False,False,False,False,west,,west,same,POINT (-8804528.253966197 2672849.13622335),17.3,1.3042959727570054,1.4416666666666667,0.13737069390966128,0,4
3480,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.373141,-79.11743,2024-05-12 06:00:00,17.0,327.0,327.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.39999999999997726,POINT (-8807312.020472467 2677206.5368743525),False,False,False,False,west,,west,same,POINT (-8805827.575062737 2674885.458171449),17.4,1.4876838264605337,1.4499999999999997,0.03768382646053392,0,4
3481,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.395868,-79.133099,2024-05-12 06:05:00,17.3,328.8,329.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,1.8000000000000114,POINT (-8809056.285573706 2679962.8968616687),False,False,False,False,west,,west,same,POINT (-8807312.020472467 2677206.5368743525),17.0,1.7612946560212697,1.4166666666666665,0.34462798935460315,0,4
3482,1,219032189,CAPE SCOTT,9950117.0,OZJP2,23.421701,-79.148619,2024-05-12 06:10:00,17.3,329.6,331.0,0.0,1.0,70,9.1,9.1,148,41,20,13,AUMEL,DK,,33,189,Northwestbound,300.0,False,1_219032189,104,0.8000000000000114,POINT (-8810783.964070817 2683096.5310594826),False,False,False,False,west,,west,same,POINT (-8809056.285573706 2679962.8968616687),17.3,1.9321619089342514,1.4416666666666667,0.4904952422675848,0,4
3757,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.756916,-76.876762,2024-05-11 19:35:00,14.5,292.5,293.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,,True,1_219413000,88,,POINT (-8557881.999675684 2482364.996239274),False,False,False,False,east,,,,,,,,,0,3
3758,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.76078,-76.886407,2024-05-11 19:40:00,14.5,292.8,293.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.30000000000001137,POINT (-8558955.676164385 2482828.132109062),False,False,False,False,east,,east,same,POINT (-8557881.999675684 2482364.996239274),14.5,0.6313783556952328,1.2083333333333333,0.5769549776381004,0,3
3759,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.770373,-76.911107,2024-05-11 19:45:00,14.5,292.2,293.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.6000000000000227,POINT (-8561705.267586978 2483977.995125017),False,False,False,False,east,,east,same,POINT (-8558955.676164385 2482828.132109062),14.5,1.6092654219048765,1.2083333333333333,0.4009320885715433,0,3
3760,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.789201,-76.960365,2024-05-11 19:55:00,14.4,291.7,293.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,600.0,False,1_219413000,88,0.5,POINT (-8567188.643064473 2486235.0331484866),False,False,False,False,east,,east,same,POINT (-8561705.267586978 2483977.995125017),14.5,3.201813796099729,2.4166666666666665,0.7851471294330623,0,3
3761,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.791466,-76.966367,2024-05-11 20:00:00,14.5,291.6,293.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.0999999999999659,POINT (-8567856.782648215 2486506.57379),False,False,False,False,east,,east,same,POINT (-8567188.643064473 2486235.0331484866),14.4,0.3894249106909615,1.2,0.8105750893090384,0,3
3762,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.839436,-77.059147,2024-05-11 20:20:00,14.7,311.9,313.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,1200.0,False,1_219413000,88,20.299999999999955,POINT (-8578185.005004015 2492258.4897120176),False,False,False,False,east,,east,same,POINT (-8567856.782648215 2486506.57379),14.5,6.383339289044176,4.833333333333333,1.5500059557108425,1,3
3763,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.887566,-77.114814,2024-05-11 20:40:00,14.8,313.3,313.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,1200.0,False,1_219413000,88,1.400000000000034,POINT (-8584381.827098005 2498031.5306656146),False,False,False,False,east,,east,same,POINT (-8578185.005004015 2492258.4897120176),14.7,4.573069311111756,4.8999999999999995,0.3269306888882433,0,3
3764,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.896245,-77.12456,2024-05-11 20:45:00,14.8,313.4,313.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.0999999999999659,POINT (-8585466.746855276 2499072.7564217146),False,False,False,False,east,,east,same,POINT (-8584381.827098005 2498031.5306656146),14.8,0.8119536992571773,1.2333333333333334,0.4213796340761561,0,3
3765,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.912435,-77.142669,2024-05-11 20:50:00,14.9,313.8,313.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.4000000000000341,POINT (-8587482.63151405 2501015.2516006087),False,False,False,False,east,,east,same,POINT (-8585466.746855276 2499072.7564217146),14.8,1.5116062763797533,1.2333333333333334,0.2782729430464199,0,3
3766,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.929118,-77.161179,2024-05-11 20:55:00,14.4,314.0,313.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.19999999999998863,POINT (-8589543.155288635 2503017.1284901616),False,False,False,False,east,,east,same,POINT (-8587482.63151405 2501015.2516006087),14.9,1.5512242912495442,1.2416666666666667,0.3095576245828775,0,3
3767,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.946471,-77.180277,2024-05-11 21:00:00,14.4,313.7,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.30000000000001137,POINT (-8591669.134923805 2505099.651051147),False,False,False,False,east,,east,same,POINT (-8589543.155288635 2503017.1284901616),14.4,1.6069312680291525,1.2,0.4069312680291526,0,3
3768,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.952498,-77.187052,2024-05-11 21:05:00,14.0,313.0,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.6999999999999886,POINT (-8592423.324473927 2505823.00696539),False,False,False,False,east,,east,same,POINT (-8591669.134923805 2505099.651051147),14.4,0.5642635365839006,1.2,0.6357364634160994,0,3
3769,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.978783,-77.216529,2024-05-11 21:10:00,14.9,313.5,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.5,POINT (-8595704.689104041 2508978.071181701),False,False,False,False,east,,east,same,POINT (-8592423.324473927 2505823.00696539),14.0,2.45796197683187,1.1666666666666665,1.2912953101652036,1,3
3770,1,219413000,TORM AGNETE,9466013.0,OZGT2,21.984639,-77.223118,2024-05-11 21:15:00,14.4,313.2,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.30000000000001137,POINT (-8596438.173228879 2509681.0632665227),False,False,False,False,east,,east,same,POINT (-8595704.689104041 2508978.071181701),14.9,0.5485836373486919,1.2416666666666667,0.6930830293179748,0,3
3771,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.002828,-77.243575,2024-05-11 21:20:00,14.3,313.1,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.0999999999999659,POINT (-8598715.436052037 2511864.7733930578),False,False,False,False,east,,east,same,POINT (-8596438.173228879 2509681.0632665227),14.4,1.7036158053300297,1.2,0.5036158053300297,0,3
3772,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.011685,-77.253542,2024-05-11 21:25:00,14.9,313.3,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.19999999999998863,POINT (-8599824.957416773 2512928.2164072427),False,False,False,False,east,,east,same,POINT (-8598715.436052037 2511864.7733930578),14.3,0.8298446899601213,1.1916666666666667,0.36182197670654537,0,3
3773,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.023851,-77.267202,2024-05-11 21:30:00,14.0,313.0,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.30000000000001137,POINT (-8601345.581661008 2514389.0730577335),False,False,False,False,east,,east,same,POINT (-8599824.957416773 2512928.2164072427),14.9,1.1385860679781221,1.2416666666666667,0.10308059868854458,0,3
3774,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.035832,-77.280649,2024-05-11 21:35:00,14.0,313.0,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.0,POINT (-8602842.494853705 2515827.8380990773),False,False,False,False,east,,east,same,POINT (-8601345.581661008 2514389.0730577335),14.0,1.1210893348043136,1.1666666666666665,0.04557733186235291,0,3
3775,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.055903,-77.303302,2024-05-11 21:40:00,14.0,313.0,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.0,POINT (-8605364.215278646 2518238.3817156614),False,False,False,False,east,,east,same,POINT (-8602842.494853705 2515827.8380990773),14.0,1.883663011224115,1.1666666666666665,0.7169963445574485,0,3
3776,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.07031,-77.321285,2024-05-11 21:45:00,14.0,307.0,306.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,6.0,POINT (-8607366.073681582 2519968.885192965),False,False,False,False,east,,east,same,POINT (-8605364.215278646 2518238.3817156614),14.0,1.4288120450016688,1.1666666666666665,0.2621453783350023,0,3
3777,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.08293,-77.33886,2024-05-11 21:50:00,14.0,307.0,306.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.0,POINT (-8609322.513732273 2521484.887299214),False,False,False,False,east,,east,same,POINT (-8607366.073681582 2519968.885192965),14.0,1.3364331853845113,1.1666666666666665,0.16976651871784476,0,3
3778,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.101081,-77.36446,2024-05-11 21:55:00,14.0,306.0,306.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,1.0,POINT (-8612172.29269658 2523665.5491457833),False,False,False,False,east,,east,same,POINT (-8609322.513732273 2521484.887299214),14.0,1.9375858186533421,1.1666666666666665,0.7709191519866756,0,3
3779,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.107728,-77.373727,2024-05-11 22:00:00,14.0,310.0,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,4.0,POINT (-8613203.890417762 2524464.19014972),False,False,False,False,east,,east,same,POINT (-8612172.29269658 2523665.5491457833),14.0,0.7044401250927685,1.1666666666666665,0.462226541573898,0,3
3780,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.121901,-77.3902,2024-05-11 22:05:00,14.3,312.1,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,2.1000000000000227,POINT (-8615037.6563896 2526167.210233068),False,False,False,False,east,,east,same,POINT (-8613203.890417762 2524464.19014972),14.0,1.3513004744535482,1.1666666666666665,0.18463380778688165,0,3
3781,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.133728,-77.404,2024-05-11 22:10:00,14.0,312.0,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.10000000000002274,POINT (-8616573.865362547 2527588.467288822),False,False,False,False,east,,east,same,POINT (-8615037.6563896 2526167.210233068),14.3,1.13004090287603,1.1916666666666667,0.061625763790636556,0,3
3782,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.182486,-77.460915,2024-05-11 22:25:00,14.6,312.5,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,900.0,False,1_219413000,88,0.5,POINT (-8622909.614181045 2533449.0037633297),True,False,False,False,in north channel,True,east,enter channel,POINT (-8616573.865362547 2527588.467288822),14.0,4.660189552543832,3.5,1.160189552543832,0,3
3783,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.258531,-77.55009,2024-05-11 22:55:00,14.7,312.2,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,1800.0,False,1_219413000,88,0.30000000000001137,POINT (-8632836.529772537 2542593.40139105),True,False,False,False,in north channel,True,in north channel,same,POINT (-8622909.614181045 2533449.0037633297),14.6,7.287733146054818,7.3,0.012266853945181566,0,3
3784,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.268632,-77.562039,2024-05-11 23:00:00,14.7,312.4,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.19999999999998863,POINT (-8634166.686368024 2543808.4181944225),True,False,False,False,in north channel,True,in north channel,same,POINT (-8632836.529772537 2542593.40139105),14.7,0.9727649377745892,1.2249999999999999,0.2522350622254107,0,3
3785,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.287083,-77.583728,2024-05-11 23:05:00,14.8,311.7,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.6999999999999886,POINT (-8636581.09480384 2546028.056133208),True,False,False,False,in north channel,True,in north channel,same,POINT (-8634166.686368024 2543808.4181944225),14.7,1.7708844693190817,1.2249999999999999,0.5458844693190819,0,3
3786,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.301925,-77.601638,2024-05-11 23:10:00,14.9,311.7,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.0,POINT (-8638574.826883947 2547813.747384048),True,False,False,False,in north channel,True,in north channel,same,POINT (-8636581.09480384 2546028.056133208),14.8,1.4452038075446094,1.2333333333333334,0.21187047421127603,0,3
3787,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.315838,-77.618247,2024-05-11 23:15:00,14.8,312.0,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.30000000000001137,POINT (-8640423.732306533 2549487.8397962875),True,False,False,False,in north channel,True,in north channel,same,POINT (-8638574.826883947 2547813.747384048),14.9,1.3467685595850116,1.2416666666666667,0.10510189291834493,0,3
3788,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.326436,-77.630846,2024-05-11 23:20:00,14.9,312.0,312.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.0,POINT (-8641826.246571038 2550763.1642434327),True,False,False,False,in north channel,True,in north channel,same,POINT (-8640423.732306533 2549487.8397962875),14.8,1.0235765676047581,1.2333333333333334,0.20975676572857527,0,3
3789,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.343688,-77.651273,2024-05-11 23:25:00,14.9,311.0,309.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,1.0,POINT (-8644100.169809472 2552839.4138833126),True,False,False,False,in north channel,True,in north channel,same,POINT (-8641826.246571038 2550763.1642434327),14.9,1.662650690796896,1.2416666666666667,0.4209840241302294,0,3
3790,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.354778,-77.666766,2024-05-11 23:30:00,15.0,306.3,306.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,4.699999999999989,POINT (-8645824.842680333 2554174.212696006),True,False,False,False,in north channel,True,in north channel,same,POINT (-8644100.169809472 2552839.4138833126),14.9,1.177581379859984,1.2416666666666667,0.0640852868066828,0,3
3791,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.367011,-77.684667,2024-05-11 23:35:00,15.1,306.4,306.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.0999999999999659,POINT (-8647817.572885023 2555646.7068972853),True,False,False,False,in north channel,True,in north channel,same,POINT (-8645824.842680333 2554174.212696006),15.0,1.3378823791369925,1.25,0.08788237913699248,0,3
3792,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.383145,-77.708407,2024-05-11 23:40:00,15.0,306.3,306.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.0999999999999659,POINT (-8650460.297596455 2557588.9648692147),True,False,False,False,in north channel,True,in north channel,same,POINT (-8647817.572885023 2555646.7068972853),15.1,1.7709008718811643,1.2583333333333333,0.512567538547831,0,3
3793,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.393055,-77.7229,2024-05-11 23:45:00,15.0,306.3,306.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.0,POINT (-8652073.650976522 2558782.071225824),True,False,False,False,in north channel,True,in north channel,same,POINT (-8650460.297596455 2557588.9648692147),15.0,1.0834794772280911,1.25,0.16652052277190887,0,3
3794,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.406306,-77.742037,2024-05-11 23:50:00,15.0,306.6,306.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.30000000000001137,POINT (-8654203.972071834 2560377.547419499),True,False,False,False,in north channel,True,in north channel,same,POINT (-8652073.650976522 2558782.071225824),15.0,1.437126871166332,1.25,0.1871268711663321,0,3
3795,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.416411,-77.75685,2024-05-11 23:55:00,14.9,306.0,306.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.6000000000000227,POINT (-8655852.947688954 2561594.3342092545),True,False,False,False,in north channel,True,in north channel,same,POINT (-8654203.972071834 2560377.547419499),15.0,1.1065479572365686,1.25,0.14345204276343138,0,3
3796,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.43306,-77.781421,2024-05-12 00:00:00,14.9,305.3,305.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,0.6999999999999886,POINT (-8658588.178897234 2563599.3054734617),True,False,False,False,in north channel,True,in north channel,same,POINT (-8655852.947688954 2561594.3342092545),14.9,1.831204866140904,1.2416666666666667,0.5895381994742372,0,3
3797,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.442033,-77.7953,2024-05-12 00:05:00,15.0,304.2,304.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,1.1000000000000227,POINT (-8660133.182109956 2564679.987059273),True,False,False,False,in north channel,True,in north channel,same,POINT (-8658588.178897234 2563599.3054734617),14.9,1.0180655651105122,1.2416666666666667,0.22360110155615454,0,3
3798,1,219413000,TORM AGNETE,9466013.0,OZGT2,22.453035,-77.812974,2024-05-12 00:10:00,15.1,303.1,303.0,8.0,1.0,80,11.7,11.7,149,34,16,16,GB TRA,DK,,32,183,Northwestbound,300.0,False,1_219413000,88,1.099999999999966,POINT (-8662100.642790236 2566005.13081136),True,False,False,False,in north channel,True,in north channel,same,POINT (-8660133.182109956 2564679.987059273),15.0,1.2808447022603708,1.25,0.030844702260370838,0,3
