,MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DRAUGHT.1,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,DESTINATION,MMSI_COUNTRY_CD,RECEIVER,BEAM,LENGTH,CHANNEL_SIDE,time_diff,cog_diff,new_voyage,voyage_id,geometry,in_channel_north,in_channel_south,location,num_pings
21192,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.630016,-78.310807,2024-03-27 01:35:00,7.8,112.4,109.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,1.3000000000000114,False,254_255806121,POINT (-78.310807 22.630016),False,True,in south channel,47
21193,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.62325,-78.29256,2024-03-27 01:40:00,7.8,108.5,108.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,3.9000000000000057,False,254_255806121,POINT (-78.29256 22.62325),False,True,in south channel,47
21194,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.6224,-78.28956,2024-03-27 01:45:00,7.9,105.6,108.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,2.9000000000000057,False,254_255806121,POINT (-78.28956 22.6224),False,True,in south channel,47
21195,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.619393,-78.278107,2024-03-27 01:50:00,7.8,106.3,110.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.6999999999999886,False,254_255806121,POINT (-78.278107 22.619393),False,True,in south channel,47
21196,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.6134,-78.25698,2024-03-27 01:55:00,7.9,107.4,109.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,1.1000000000000227,False,254_255806121,POINT (-78.25698 22.6134),False,True,in south channel,47
21197,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.612113,-78.252434,2024-03-27 02:00:00,7.9,106.9,109.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.5,False,254_255806121,POINT (-78.252434 22.612113),False,True,in south channel,47
21233,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.56128,-78.094794,2024-06-01 09:50:00,18.6,119.5,120.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,3600.0,10.800000000000011,True,276_255806121,POINT (-78.094794 22.56128),False,True,in south channel,28
21234,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.542341,-78.060065,2024-06-01 09:55:00,18.7,122.7,123.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,3.1999999999999886,False,276_255806121,POINT (-78.060065 22.542341),False,True,in south channel,28
21235,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.539526,-78.055345,2024-06-01 10:00:00,18.6,122.8,123.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.09999999999999432,False,276_255806121,POINT (-78.055345 22.539526),False,True,in south channel,28
21236,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.526146,-78.032825,2024-06-01 10:05:00,18.4,122.8,123.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.0,False,276_255806121,POINT (-78.032825 22.526146),False,True,in south channel,28
21237,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.511415,-78.008085,2024-06-01 10:10:00,18.4,122.4,123.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.39999999999997726,False,276_255806121,POINT (-78.008085 22.511415),False,True,in south channel,28
21238,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.497237,-77.984035,2024-06-01 10:15:00,18.6,122.2,123.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.19999999999998863,False,276_255806121,POINT (-77.984035 22.497237),False,True,in south channel,28
21239,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.48429,-77.961112,2024-06-01 10:20:00,18.5,118.6,119.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,3.6000000000000227,False,276_255806121,POINT (-77.961112 22.48429),False,True,in south channel,28
21240,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.472253,-77.937312,2024-06-01 10:25:00,18.8,118.7,119.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.10000000000002274,False,276_255806121,POINT (-77.937312 22.472253),False,True,in south channel,28
21241,1,255806121,AS CAMELLIA,9314947.0,CQAA7,22.460003,-77.913038,2024-06-01 10:30:00,18.9,118.2,119.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.5,False,276_255806121,POINT (-77.913038 22.460003),False,True,in south channel,28
21242,1,255806121,AS CAMELLIA,9314947.0,CQAA7,22.446878,-77.888368,2024-06-01 10:35:00,19.1,124.0,125.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,5.800000000000011,False,276_255806121,POINT (-77.888368 22.446878),False,True,in south channel,28
21243,1,255806121,AS CAMELLIA,9314947.0,CQAA7,22.43195,-77.864832,2024-06-01 10:40:00,18.9,124.3,125.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.30000000000001137,False,276_255806121,POINT (-77.864832 22.43195),False,True,in south channel,28
21244,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.416418,-77.840662,2024-06-01 10:45:00,18.9,126.1,127.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,1.8000000000000114,False,276_255806121,POINT (-77.840662 22.416418),False,True,in south channel,28
21245,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.40059,-77.817628,2024-06-01 10:50:00,18.8,126.6,127.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.5,False,276_255806121,POINT (-77.817628 22.40059),False,True,in south channel,28
21246,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.384431,-77.794349,2024-06-01 10:55:00,19.0,126.7,127.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.10000000000002274,False,276_255806121,POINT (-77.794349 22.384431),False,True,in south channel,28
21247,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.368485,-77.771518,2024-06-01 11:00:00,19.0,126.7,127.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.0,False,276_255806121,POINT (-77.771518 22.368485),False,True,in south channel,28
21248,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.352278,-77.748168,2024-06-01 11:05:00,19.0,126.5,127.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.19999999999998863,False,276_255806121,POINT (-77.748168 22.352278),False,True,in south channel,28
21249,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.337663,-77.727192,2024-06-01 11:10:00,19.2,126.9,127.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.4000000000000057,False,276_255806121,POINT (-77.727192 22.337663),False,True,in south channel,28
21250,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.321173,-77.703435,2024-06-01 11:15:00,19.1,126.5,127.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.4000000000000057,False,276_255806121,POINT (-77.703435 22.321173),False,True,in south channel,28
21251,1,255806121,AS CAMELLIA,9314947.0,CQAA7,22.299744,-77.672435,2024-06-01 11:20:00,19.2,127.4,128.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.9000000000000057,False,276_255806121,POINT (-77.672435 22.299744),False,True,in south channel,28
21252,1,255806121,AS CAMELLIA,9314947.0,CQAA7,22.286911,-77.655348,2024-06-01 11:25:00,19.1,132.4,133.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,5.0,False,276_255806121,POINT (-77.655348 22.286911),False,True,in south channel,28
21253,1,255806121,AS CAMELLIA,9314947.0,CQAA7,22.270635,-77.636105,2024-06-01 11:30:00,19.2,131.9,133.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.5,False,276_255806121,POINT (-77.636105 22.270635),False,True,in south channel,28
21254,1,255806121,AS CAMELLIA,9314947.0,CQAA7,22.253531,-77.615779,2024-06-01 11:35:00,19.1,132.3,133.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.4000000000000057,False,276_255806121,POINT (-77.615779 22.253531),False,True,in south channel,28
21255,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.2348,-77.593808,2024-06-01 11:40:00,18.9,132.4,133.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.09999999999999432,False,276_255806121,POINT (-77.593808 22.2348),False,True,in south channel,28
21256,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.212319,-77.567617,2024-06-01 11:45:00,18.9,132.7,133.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.29999999999998295,False,276_255806121,POINT (-77.567617 22.212319),False,True,in south channel,28
21257,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.198435,-77.551518,2024-06-01 11:50:00,18.9,132.5,133.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.19999999999998863,False,276_255806121,POINT (-77.551518 22.198435),False,True,in south channel,28
21258,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.180428,-77.530468,2024-06-01 11:55:00,18.9,132.1,133.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.4000000000000057,False,276_255806121,POINT (-77.530468 22.180428),False,True,in south channel,28
21259,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.162693,-77.509505,2024-06-01 12:00:00,18.7,132.5,133.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.4000000000000057,False,276_255806121,POINT (-77.509505 22.162693),False,True,in south channel,28
21260,3,255806121,AS CAMELLIA,9314947.0,CQAA7,22.144793,-77.488652,2024-06-01 12:05:00,18.7,132.6,133.0,0.0,1.0,74,9.2,9.2,177,46,21,9,PAMIT,PT,ORBCOMM-T,30,223,Southeastbound,300.0,0.09999999999999432,False,276_255806121,POINT (-77.488652 22.144793),False,True,in south channel,28
22166,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.171067,-77.458097,2024-02-26 16:50:00,16.0,312.8,315.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.6999999999999886,False,406_255806122,POINT (-77.458097 22.171067),True,False,in north channel,38
22167,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.187718,-77.477107,2024-02-26 16:55:00,15.9,313.1,315.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.30000000000001137,False,406_255806122,POINT (-77.477107 22.187718),True,False,in north channel,38
22168,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.204503,-77.496505,2024-02-26 17:00:00,15.8,312.8,315.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.30000000000001137,False,406_255806122,POINT (-77.496505 22.204503),True,False,in north channel,38
22169,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.22074,-77.515461,2024-02-26 17:05:00,15.8,312.7,315.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.10000000000002274,False,406_255806122,POINT (-77.515461 22.22074),True,False,in north channel,38
22170,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.237272,-77.53452,2024-02-26 17:10:00,15.2,312.6,315.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.0999999999999659,False,406_255806122,POINT (-77.53452 22.237272),True,False,in north channel,38
22171,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.249981,-77.549375,2024-02-26 17:15:00,14.8,312.3,315.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.30000000000001137,False,406_255806122,POINT (-77.549375 22.249981),True,False,in north channel,38
22172,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.259658,-77.560626,2024-02-26 17:20:00,14.8,312.9,316.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.5999999999999659,False,406_255806122,POINT (-77.560626 22.259658),True,False,in north channel,38
22173,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.275468,-77.57908,2024-02-26 17:25:00,15.2,313.1,315.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.20000000000004547,False,406_255806122,POINT (-77.57908 22.275468),True,False,in north channel,38
22174,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.291325,-77.597369,2024-02-26 17:30:00,15.3,313.0,315.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.10000000000002274,False,406_255806122,POINT (-77.597369 22.291325),True,False,in north channel,38
22175,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.30755,-77.615665,2024-02-26 17:35:00,15.4,312.7,312.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.30000000000001137,False,406_255806122,POINT (-77.615665 22.30755),True,False,in north channel,38
22176,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.321666,-77.636712,2024-02-26 17:40:00,15.8,305.3,307.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,7.399999999999977,False,406_255806122,POINT (-77.636712 22.321666),True,False,in north channel,38
22177,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.333478,-77.65443,2024-02-26 17:45:00,15.9,304.9,308.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.4000000000000341,False,406_255806122,POINT (-77.65443 22.333478),True,False,in north channel,38
22178,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.342214,-77.668246,2024-02-26 17:50:00,15.8,302.8,305.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,2.099999999999966,False,406_255806122,POINT (-77.668246 22.342214),True,False,in north channel,38
22179,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.355623,-77.69006,2024-02-26 17:55:00,16.0,303.6,306.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.8000000000000114,False,406_255806122,POINT (-77.69006 22.355623),True,False,in north channel,38
22180,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.371482,-77.71586,2024-02-26 18:00:00,16.1,303.7,305.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.0999999999999659,False,406_255806122,POINT (-77.71586 22.371482),True,False,in north channel,38
22181,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.380754,-77.730837,2024-02-26 18:05:00,16.1,303.6,305.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.0999999999999659,False,406_255806122,POINT (-77.730837 22.380754),True,False,in north channel,38
22182,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.395728,-77.754949,2024-02-26 18:10:00,16.1,303.1,305.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.5,False,406_255806122,POINT (-77.754949 22.395728),True,False,in north channel,38
22183,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.408168,-77.775028,2024-02-26 18:15:00,16.3,303.8,306.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.6999999999999886,False,406_255806122,POINT (-77.775028 22.408168),True,False,in north channel,38
22184,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.416439,-77.788344,2024-02-26 18:20:00,16.3,303.5,305.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.30000000000001137,False,406_255806122,POINT (-77.788344 22.416439),True,False,in north channel,38
22185,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.431038,-77.811832,2024-02-26 18:25:00,16.2,303.8,305.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.30000000000001137,False,406_255806122,POINT (-77.811832 22.431038),True,False,in north channel,38
22186,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.445516,-77.835366,2024-02-26 18:30:00,16.1,301.8,303.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,2.0,False,406_255806122,POINT (-77.835366 22.445516),True,False,in north channel,38
22187,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.45783,-77.856549,2024-02-26 18:35:00,16.2,301.6,303.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.19999999999998863,False,406_255806122,POINT (-77.856549 22.45783),True,False,in north channel,38
22188,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.471169,-77.879184,2024-02-26 18:40:00,16.2,302.5,303.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.8999999999999773,False,406_255806122,POINT (-77.879184 22.471169),True,False,in north channel,38
22189,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.482228,-77.897955,2024-02-26 18:45:00,16.2,302.3,304.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.19999999999998863,False,406_255806122,POINT (-77.897955 22.482228),True,False,in north channel,38
22190,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.490778,-77.912322,2024-02-26 18:50:00,16.2,302.7,304.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.39999999999997726,False,406_255806122,POINT (-77.912322 22.490778),True,False,in north channel,38
22191,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.504141,-77.934768,2024-02-26 18:55:00,16.2,302.5,304.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.19999999999998863,False,406_255806122,POINT (-77.934768 22.504141),True,False,in north channel,38
22192,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.517905,-77.957651,2024-02-26 19:00:00,16.3,302.8,304.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.30000000000001137,False,406_255806122,POINT (-77.957651 22.517905),True,False,in north channel,38
22193,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.530797,-77.979178,2024-02-26 19:05:00,16.0,302.8,303.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.0,False,406_255806122,POINT (-77.979178 22.530797),True,False,in north channel,38
22194,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.544672,-78.002515,2024-02-26 19:10:00,16.1,302.7,303.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.10000000000002274,False,406_255806122,POINT (-78.002515 22.544672),True,False,in north channel,38
22195,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.555645,-78.020872,2024-02-26 19:15:00,16.1,303.2,304.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.5,False,406_255806122,POINT (-78.020872 22.555645),True,False,in north channel,38
22196,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.563945,-78.035044,2024-02-26 19:20:00,16.1,301.8,302.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,1.3999999999999773,False,406_255806122,POINT (-78.035044 22.563945),True,False,in north channel,38
22197,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.576515,-78.058271,2024-02-26 19:25:00,16.0,298.1,299.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,3.6999999999999886,False,406_255806122,POINT (-78.058271 22.576515),True,False,in north channel,38
22198,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.586587,-78.078166,2024-02-26 19:30:00,16.0,298.5,299.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.39999999999997726,False,406_255806122,POINT (-78.078166 22.586587),True,False,in north channel,38
22199,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.599215,-78.104507,2024-02-26 19:35:00,16.0,297.1,298.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,1.3999999999999773,False,406_255806122,POINT (-78.104507 22.599215),True,False,in north channel,38
22200,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.609071,-78.12557,2024-02-26 19:40:00,15.9,297.2,297.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.0999999999999659,False,406_255806122,POINT (-78.12557 22.609071),True,False,in north channel,38
22201,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.616218,-78.142015,2024-02-26 19:45:00,15.9,293.8,294.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,3.3999999999999773,False,406_255806122,POINT (-78.142015 22.616218),True,False,in north channel,38
22202,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.626888,-78.170379,2024-02-26 19:50:00,15.9,291.2,292.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,2.6000000000000227,False,406_255806122,POINT (-78.170379 22.626888),True,False,in north channel,38
22203,1,255806122,AS SAVANNA,9387451.0,CQAA8,22.633559,-78.1884,2024-02-26 19:55:00,15.8,291.5,292.0,0.0,1.0,71,9.3,9.3,155,20,15,12,CRCAL,PT,ORBCOMM-T,27,175,Northwestbound,300.0,0.30000000000001137,False,406_255806122,POINT (-78.1884 22.633559),True,False,in north channel,38
23499,1,255806337,BENJAMIN CONFIDENCE,9713234.0,CQEB6,22.168854,-77.457928,2024-05-11 18:45:00,13.3,312.0,311.0,0.0,1.0,70,6.1,6.1,153,27,19,11,AU GLT,PT,,30,180,Northwestbound,300.0,0.8999999999999773,False,34_255806337,POINT (-77.457928 22.168854),True,False,in north channel,73
23500,1,255806337,BENJAMIN CONFIDENCE,9713234.0,CQEB6,22.184823,-77.477192,2024-05-11 18:50:00,13.2,311.4,311.0,0.0,1.0,70,6.1,6.1,153,27,19,11,AU GLT,PT,,30,180,Northwestbound,300.0,0.6000000000000227,False,34_255806337,POINT (-77.477192 22.184823),True,False,in north channel,73
23501,1,255806337,BENJAMIN CONFIDENCE,9713234.0,CQEB6,22.195751,-77.49024,2024-05-11 18:55:00,13.2,312.1,311.0,0.0,1.0,70,6.1,6.1,153,27,19,11,AU GLT,PT,,30,180,Northwestbound,300.0,0.7000000000000455,False,34_255806337,POINT (-77.49024 22.195751),True,False,in north channel,73
23502,1,255806337,BENJAMIN CONFIDENCE,9713234.0,CQEB6,22.203099,-77.499057,2024-05-11 19:00:00,13.2,311.6,311.0,0.0,1.0,70,6.1,6.1,153,27,19,11,AU GLT,PT,,30,180,Northwestbound,300.0,0.5,False,34_255806337,POINT (-77.499057 22.203099),True,False,in north channel,73
23503,1,255806337,BENJAMIN CONFIDENCE,9713234.0,CQEB6,22.218325,-77.517295,2024-05-11 19:05:00,13.2,311.6,311.0,0.0,1.0,70,6.1,6.1,153,27,19,11,AU GLT,PT,,30,180,Northwestbound,300.0,0.0,False,34_255806337,POINT (-77.517295 22.218325),True,False,in north channel,73
23504,1,255806337,BENJAMIN CONFIDENCE,9713234.0,CQEB6,22.230648,-77.531997,2024-05-11 19:10:00,13.2,312.0,311.0,0.0,1.0,70,6.1,6.1,153,27,19,11,AU GLT,PT,,30,180,Northwestbound,300.0,0.39999999999997726,False,34_255806337,POINT (-77.531997 22.230648),True,False,in north channel,73
23505,1,255806337,BENJAMIN CONFIDENCE,9713234.0,CQEB6,22.24287,-77.546629,2024-05-11 19:15:00,13.2,311.7,311.0,0.0,1.0,70,6.1,6.1,153,27,19,11,AU GLT,PT,,30,180,Northwestbound,300.0,0.30000000000001137,False,34_255806337,POINT (-77.546629 22.24287),True,False,in north channel,73
23506,1,255806337,BENJAMIN CONFIDENCE,9713234.0,CQEB6,22.255086,-77.561309,2024-05-11 19:20:00,13.1,311.7,311.0,0.0,1.0,70,6.1,6.1,153,27,19,11,AU GLT,PT,,30,180,Northwestbound,300.0,0.0,False,34_255806337,POINT (-77.561309 22.255086),True,False,in north channel,73
23507,1,255806337,BENJAMIN CONFIDENCE,9713234.0,CQEB6,22.267303,-77.57587,2024-05-11 19:25:00,13.1,312.1,311.0,0.0,1.0,70,6.1,6.1,153,27,19,11,AU GLT,PT,,30,180,Northwestbound,300.0,0.4000000000000341,False,34_255806337,POINT (-77.57587 22.267303),True,False,in north channel,73
