,MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DRAUGHT.1,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,DESTINATION,MMSI_COUNTRY_CD,RECEIVER,BEAM,LENGTH,CHANNEL_SIDE,time_diff,cog_diff,new_voyage,voyage_id,geometry,in_channel_north,in_channel_south,location,num_pings
244,1,205681000,WARISOULX,9659139.0,ONIE,22.569153,-78.12141,2023-01-24 03:40:00,15.1,112.0,116.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,1.3000000000000114,False,2_205681000,POINT (-78.12141 22.569153),False,True,in south channel,62
245,1,205681000,WARISOULX,9659139.0,ONIE,22.557543,-78.101442,2023-01-24 03:45:00,15.1,122.8,121.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,10.800000000000011,False,2_205681000,POINT (-78.101442 22.557543),False,True,in south channel,62
246,1,205681000,WARISOULX,9659139.0,ONIE,22.546508,-78.083139,2023-01-24 03:50:00,15.1,123.0,121.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.19999999999998863,False,2_205681000,POINT (-78.083139 22.546508),False,True,in south channel,62
247,1,205681000,WARISOULX,9659139.0,ONIE,22.53549,-78.06484,2023-01-24 03:55:00,15.0,122.9,121.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.09999999999999432,False,2_205681000,POINT (-78.06484 22.53549),False,True,in south channel,62
248,1,205681000,WARISOULX,9659139.0,ONIE,22.523561,-78.045024,2023-01-24 04:00:00,15.1,123.1,121.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.19999999999998863,False,2_205681000,POINT (-78.045024 22.523561),False,True,in south channel,62
249,1,205681000,WARISOULX,9659139.0,ONIE,22.511865,-78.025554,2023-01-24 04:05:00,15.1,122.6,121.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.5,False,2_205681000,POINT (-78.025554 22.511865),False,True,in south channel,62
250,1,205681000,WARISOULX,9659139.0,ONIE,22.50018,-78.006114,2023-01-24 04:10:00,15.1,123.1,122.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.5,False,2_205681000,POINT (-78.006114 22.50018),False,True,in south channel,62
251,1,205681000,WARISOULX,9659139.0,ONIE,22.489595,-77.988547,2023-01-24 04:15:00,15.1,122.7,122.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.39999999999997726,False,2_205681000,POINT (-77.988547 22.489595),False,True,in south channel,62
252,1,205681000,WARISOULX,9659139.0,ONIE,22.477788,-77.969014,2023-01-24 04:20:00,15.2,122.8,121.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.09999999999999432,False,2_205681000,POINT (-77.969014 22.477788),False,True,in south channel,62
253,1,205681000,WARISOULX,9659139.0,ONIE,22.465738,-77.949,2023-01-24 04:25:00,15.2,122.9,121.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.10000000000002274,False,2_205681000,POINT (-77.949 22.465738),False,True,in south channel,62
254,1,205681000,WARISOULX,9659139.0,ONIE,22.453896,-77.929194,2023-01-24 04:30:00,15.3,122.9,121.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.0,False,2_205681000,POINT (-77.929194 22.453896),False,True,in south channel,62
255,1,205681000,WARISOULX,9659139.0,ONIE,22.442173,-77.909765,2023-01-24 04:35:00,15.4,122.8,121.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.10000000000002274,False,2_205681000,POINT (-77.909765 22.442173),False,True,in south channel,62
256,1,205681000,WARISOULX,9659139.0,ONIE,22.431463,-77.891882,2023-01-24 04:40:00,15.3,123.2,122.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.4000000000000057,False,2_205681000,POINT (-77.891882 22.431463),False,True,in south channel,62
257,1,205681000,WARISOULX,9659139.0,ONIE,22.419786,-77.872607,2023-01-24 04:45:00,15.2,122.8,122.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.4000000000000057,False,2_205681000,POINT (-77.872607 22.419786),False,True,in south channel,62
258,1,205681000,WARISOULX,9659139.0,ONIE,22.408065,-77.853119,2023-01-24 04:50:00,15.0,122.8,122.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.0,False,2_205681000,POINT (-77.853119 22.408065),False,True,in south channel,62
259,1,205681000,WARISOULX,9659139.0,ONIE,22.396784,-77.834366,2023-01-24 04:55:00,15.0,122.6,122.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.19999999999998863,False,2_205681000,POINT (-77.834366 22.396784),False,True,in south channel,62
260,1,205681000,WARISOULX,9659139.0,ONIE,22.385501,-77.815664,2023-01-24 05:00:00,14.9,122.9,122.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.30000000000001137,False,2_205681000,POINT (-77.815664 22.385501),False,True,in south channel,62
261,1,205681000,WARISOULX,9659139.0,ONIE,22.37366,-77.796055,2023-01-24 05:05:00,15.0,122.8,122.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.10000000000002274,False,2_205681000,POINT (-77.796055 22.37366),False,True,in south channel,62
262,1,205681000,WARISOULX,9659139.0,ONIE,22.362261,-77.777065,2023-01-24 05:10:00,15.0,123.0,122.0,0.0,1.0,80,9.6,9.6,138,36,7,23,MAPTM>>MAJFL,BE,ORBCOMM-T,30,174,Southeastbound,300.0,0.19999999999998863,False,2_205681000,POINT (-77.777065 22.362261),False,True,in south channel,62
