,MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DRAUGHT.1,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,DESTINATION,MMSI_COUNTRY_CD,RECEIVER,BEAM,LENGTH,time_diff,new_voyage,voyage_id,num_pings,row_id,delta_t,pred_lat,pred_lon,error_nm,tcn_pred,cog_diff,channel_side,geometry,in_channel_north,in_channel_south,in_north,in_south,location,correct_side,prev_location,location_diff,row_score,voyage_score
5545,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.658896,-78.46998,2023-06-18 23:40:00,19.6,109.1,108.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,6600.0,True,17_241745000,26,17_241745000_0,,,,,False,,Southeastbound,POINT (-78.46998 22.658896),False,False,False,True,south,,,,1.0,7.0
5546,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.656453,-78.462264,2023-06-18 23:45:00,19.6,108.9,108.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_1,,,,,False,0.19999999999998863,Southeastbound,POINT (-78.462264 22.656453),False,False,False,True,south,,south,same,1.0,7.0
5547,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.616851,-78.335979,2023-06-19 00:05:00,19.4,108.4,108.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,1200.0,False,17_241745000,26,17_241745000_2,,,,,False,0.5,Southeastbound,POINT (-78.335979 22.616851),False,False,False,True,south,,south,same,1.0,7.0
5548,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.603635,-78.293432,2023-06-19 00:15:00,19.3,108.6,108.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,600.0,False,17_241745000,26,17_241745000_3,,,,,False,0.19999999999998863,Southeastbound,POINT (-78.293432 22.603635),False,False,False,True,south,,south,same,1.0,7.0
5549,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.573205,-78.195712,2023-06-19 00:30:00,19.2,108.5,108.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,900.0,False,17_241745000,26,17_241745000_4,,,,,False,0.09999999999999432,Southeastbound,POINT (-78.195712 22.573205),False,False,False,True,south,,south,same,1.0,7.0
5550,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.556293,-78.142074,2023-06-19 00:40:00,19.2,108.8,108.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,600.0,False,17_241745000,26,17_241745000_5,,,,,False,0.30000000000001137,Southeastbound,POINT (-78.142074 22.556293),False,False,False,True,south,,south,same,1.0,7.0
5551,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.512521,-78.050762,2023-06-19 01:00:00,19.0,123.6,123.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,1200.0,False,17_241745000,26,17_241745000_6,,,,,False,14.800000000000011,Southeastbound,POINT (-78.050762 22.512521),False,True,False,False,in south channel,True,south,abnormal enter,1.0,7.0
5552,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.431722,-77.922679,2023-06-19 01:25:00,19.0,123.4,122.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,1500.0,False,17_241745000,26,17_241745000_7,,,,,False,0.19999999999998863,Southeastbound,POINT (-77.922679 22.431722),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5553,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.418823,-77.901517,2023-06-19 01:30:00,19.0,123.6,122.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_8,,,,,False,0.19999999999998863,Southeastbound,POINT (-77.901517 22.418823),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5554,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.408016,-77.8839,2023-06-19 01:35:00,19.0,122.9,122.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_9,,,,,False,0.6999999999999886,Southeastbound,POINT (-77.8839 22.408016),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5555,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.387105,-77.848455,2023-06-19 01:40:00,19.0,121.9,121.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_10,,,,,False,1.0,Southeastbound,POINT (-77.848455 22.387105),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5556,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.37428,-77.826488,2023-06-19 01:45:00,19.1,121.9,121.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_11,,,,,False,0.0,Southeastbound,POINT (-77.826488 22.37428),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5557,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.365772,-77.811878,2023-06-19 01:50:00,19.2,122.2,121.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_12,,,,,False,0.30000000000001137,Southeastbound,POINT (-77.811878 22.365772),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5558,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.351003,-77.786717,2023-06-19 01:55:00,19.3,122.3,121.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_13,,,,,False,0.09999999999999432,Southeastbound,POINT (-77.786717 22.351003),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5559,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.291941,-77.686707,2023-06-19 02:15:00,19.5,122.4,121.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,1200.0,False,17_241745000,26,17_241745000_14,,,,,False,0.10000000000002274,Southeastbound,POINT (-77.686707 22.291941),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5560,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.280436,-77.667489,2023-06-19 02:20:00,19.5,123.9,123.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_15,,,,,False,1.5,Southeastbound,POINT (-77.667489 22.280436),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5561,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.240483,-77.615864,2023-06-19 02:30:00,19.7,132.8,131.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,600.0,False,17_241745000,26,17_241745000_16,,,,,False,8.900000000000006,Southeastbound,POINT (-77.615864 22.240483),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5562,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.223289,-77.59637,2023-06-19 02:35:00,19.8,133.4,132.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_17,,,,,False,0.5999999999999943,Southeastbound,POINT (-77.59637 22.223289),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5563,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.202724,-77.573409,2023-06-19 02:40:00,19.9,133.8,132.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_18,,,,,False,0.4000000000000057,Southeastbound,POINT (-77.573409 22.202724),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5564,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.175625,-77.543452,2023-06-19 02:45:00,19.8,134.3,132.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_19,,,,,False,0.5,Southeastbound,POINT (-77.543452 22.175625),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5565,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.160041,-77.526295,2023-06-19 02:50:00,19.7,133.1,130.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_20,,,,,False,1.200000000000017,Southeastbound,POINT (-77.526295 22.160041),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5566,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.135608,-77.495277,2023-06-19 02:55:00,19.6,126.5,124.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_21,,,,,False,6.599999999999994,Southeastbound,POINT (-77.495277 22.135608),False,True,False,False,in south channel,True,in south channel,same,0.0,7.0
5567,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.124247,-77.478693,2023-06-19 03:00:00,19.6,125.5,122.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_22,,,,,False,1.0,Southeastbound,POINT (-77.478693 22.124247),False,False,False,False,east,,in south channel,exit channel,0.0,7.0
5568,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.115277,-77.464886,2023-06-19 03:05:00,19.6,124.5,122.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_23,,,,,False,1.0,Southeastbound,POINT (-77.464886 22.115277),False,False,False,False,east,,east,same,0.0,7.0
5569,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.097138,-77.436587,2023-06-19 03:10:00,19.6,124.2,122.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_24,,,,,False,0.30000000000001137,Southeastbound,POINT (-77.436587 22.097138),False,False,False,False,east,,east,same,0.0,7.0
5570,1,241745000,MARAN GAS ITHACA,9892717.0,SVDK7,22.085465,-77.418228,2023-06-19 03:15:00,19.7,124.1,122.0,0.0,1.0,80,11.4,11.4,235,60,25,21,FOR ORRDERS,,,46,295,300.0,False,17_241745000,26,17_241745000_25,,,,,False,0.10000000000002274,Southeastbound,POINT (-77.418228 22.085465),False,False,False,False,east,,east,same,0.0,7.0
6110,3,246863000,BULKER BEE 30,9489986.0,PGGD,21.701225,-77.012575,2023-06-13 07:40:00,0.7,100.3,32.0,0.0,1.0,70,10.1,10.1,155,30,10,20,TN RDS,NL,,30,185,2400.0,True,17_246863000,10,17_246863000_0,,,,,False,,Southeastbound,POINT (-77.012575 21.701225),False,False,False,False,east,,,,1.0,10.0
6111,1,246863000,BULKER BEE 30,9489986.0,PGGD,21.701108,-77.011667,2023-06-13 07:45:00,0.7,100.1,32.0,0.0,1.0,70,10.1,10.1,155,30,10,20,TN RDS,NL,,30,185,300.0,False,17_246863000,10,17_246863000_1,,,,,False,0.19999999999998863,Southeastbound,POINT (-77.011667 21.701108),False,False,False,False,east,,east,same,1.0,10.0
6112,1,246863000,BULKER BEE 30,9489986.0,PGGD,21.700874,-77.010571,2023-06-13 07:50:00,0.8,102.0,29.0,0.0,1.0,70,10.1,10.1,155,30,10,20,TN RDS,NL,,30,185,300.0,False,17_246863000,10,17_246863000_2,,,,,False,1.9000000000000057,Southeastbound,POINT (-77.010571 21.700874),False,False,False,False,east,,east,same,1.0,10.0
6113,1,246863000,BULKER BEE 30,9489986.0,PGGD,21.699515,-77.003745,2023-06-13 08:15:00,0.8,101.8,30.0,0.0,1.0,70,10.1,10.1,155,30,10,20,TN RDS,NL,,30,185,1500.0,False,17_246863000,10,17_246863000_3,,,,,False,0.19999999999998863,Southeastbound,POINT (-77.003745 21.699515),False,False,False,False,east,,east,same,1.0,10.0
6114,1,246863000,BULKER BEE 30,9489986.0,PGGD,21.699411,-77.003147,2023-06-13 08:20:00,0.8,101.5,29.0,0.0,1.0,70,10.1,10.1,155,30,10,20,TN RDS,NL,,30,185,300.0,False,17_246863000,10,17_246863000_4,,,,,False,0.30000000000001137,Southeastbound,POINT (-77.003147 21.699411),False,False,False,False,east,,east,same,1.0,10.0
6115,1,246863000,BULKER BEE 30,9489986.0,PGGD,21.69842,-76.99804,2023-06-13 08:40:00,0.9,103.8,31.0,0.0,1.0,70,10.1,10.1,155,30,10,20,TN RDS,NL,,30,185,1200.0,False,17_246863000,10,17_246863000_5,,,,,False,2.3000000000000114,Southeastbound,POINT (-76.99804 21.69842),False,False,False,False,east,,east,same,1.0,10.0
6116,1,246863000,BULKER BEE 30,9489986.0,PGGD,21.696516,-76.990575,2023-06-13 09:05:00,0.9,107.5,20.0,0.0,1.0,70,10.1,10.1,155,30,10,20,TN RDS,NL,,30,185,1500.0,False,17_246863000,10,17_246863000_6,,,,,False,3.6999999999999886,Southeastbound,POINT (-76.990575 21.696516),False,False,False,False,east,,east,same,1.0,10.0
6117,1,246863000,BULKER BEE 30,9489986.0,PGGD,21.695915,-76.98862,2023-06-13 09:10:00,0.8,109.2,16.0,0.0,1.0,70,10.1,10.1,155,30,10,20,TN RDS,NL,,30,185,300.0,False,17_246863000,10,17_246863000_7,,,,,False,1.6999999999999886,Southeastbound,POINT (-76.98862 21.695915),False,False,False,False,east,,east,same,1.0,10.0
6118,1,246863000,BULKER BEE 30,9489986.0,PGGD,21.694101,-76.982652,2023-06-13 09:35:00,0.9,109.2,21.0,0.0,1.0,70,10.1,10.1,155,30,10,20,TN RDS,NL,,30,185,1500.0,False,17_246863000,10,17_246863000_8,,,,,False,0.0,Southeastbound,POINT (-76.982652 21.694101),False,False,False,False,east,,east,same,1.0,10.0
6119,1,246863000,BULKER BEE 30,9489986.0,PGGD,21.692615,-76.977295,2023-06-13 09:50:00,1.0,108.0,20.0,0.0,1.0,70,10.1,10.1,155,30,10,20,TN RDS,NL,,30,185,900.0,False,17_246863000,10,17_246863000_9,,,,,False,1.1999999999999886,Southeastbound,POINT (-76.977295 21.692615),False,False,False,False,east,,east,same,1.0,10.0
6752,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.380861,-77.824429,2023-01-23 18:50:00,13.0,123.7,115.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,2100.0,True,6_248893000,18,6_248893000_0,,,,,False,,Southeastbound,POINT (-77.824429 22.380861),False,True,False,False,in south channel,True,,,0.0,5.0
6753,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.346505,-77.768632,2023-01-23 19:10:00,12.7,123.9,114.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,1200.0,False,6_248893000,18,6_248893000_1,,,,,False,0.19999999999998863,Southeastbound,POINT (-77.768632 22.346505),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
6754,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.337523,-77.753665,2023-01-23 19:15:00,12.8,122.2,114.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_2,,,,,False,1.6999999999999886,Southeastbound,POINT (-77.753665 22.337523),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
6755,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.326771,-77.735947,2023-01-23 19:20:00,12.9,122.9,114.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_3,,,,,False,0.6999999999999886,Southeastbound,POINT (-77.735947 22.326771),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
6756,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.315321,-77.71976,2023-01-23 19:25:00,12.7,129.3,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_4,,,,,False,6.400000000000006,Southeastbound,POINT (-77.71976 22.315321),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
6757,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.302881,-77.703619,2023-01-23 19:30:00,12.7,130.1,119.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_5,,,,,False,0.799999999999983,Southeastbound,POINT (-77.703619 22.302881),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
6758,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.293138,-77.69073,2023-01-23 19:35:00,12.6,128.9,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_6,,,,,False,1.1999999999999886,Southeastbound,POINT (-77.69073 22.293138),False,False,False,True,south,,in south channel,abnormal exit,2.0,5.0
6759,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.277826,-77.670516,2023-01-23 19:40:00,12.6,129.5,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_7,,,,,False,0.5999999999999943,Southeastbound,POINT (-77.670516 22.277826),False,False,False,True,south,,south,same,1.0,5.0
6760,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.268098,-77.657639,2023-01-23 19:45:00,12.6,128.5,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_8,,,,,False,1.0,Southeastbound,POINT (-77.657639 22.268098),False,False,False,True,south,,south,same,1.0,5.0
6761,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.260791,-77.647795,2023-01-23 19:50:00,12.7,128.9,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_9,,,,,False,0.4000000000000057,Southeastbound,POINT (-77.647795 22.260791),False,True,False,False,in south channel,True,south,abnormal enter,1.0,5.0
6762,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.249166,-77.632525,2023-01-23 19:55:00,12.8,128.9,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_10,,,,,False,0.0,Southeastbound,POINT (-77.632525 22.249166),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
6763,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.23309,-77.610955,2023-01-23 20:00:00,12.7,129.6,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_11,,,,,False,0.6999999999999886,Southeastbound,POINT (-77.610955 22.23309),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
6764,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.224718,-77.600033,2023-01-23 20:05:00,12.8,130.2,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_12,,,,,False,0.5999999999999943,Southeastbound,POINT (-77.600033 22.224718),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
6765,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.214751,-77.587212,2023-01-23 20:10:00,12.9,129.9,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_13,,,,,False,0.29999999999998295,Southeastbound,POINT (-77.587212 22.214751),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
6766,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.19983,-77.567775,2023-01-23 20:15:00,12.8,129.0,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_14,,,,,False,0.9000000000000057,Southeastbound,POINT (-77.567775 22.19983),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
6767,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.188949,-77.553718,2023-01-23 20:20:00,12.9,129.7,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_15,,,,,False,0.6999999999999886,Southeastbound,POINT (-77.553718 22.188949),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
6768,1,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.178337,-77.540199,2023-01-23 20:25:00,12.9,130.1,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_16,,,,,False,0.4000000000000057,Southeastbound,POINT (-77.540199 22.178337),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
6769,3,248893000,MICHELANGELO TRADER,9282170.0,9HA4850,22.158283,-77.514901,2023-01-23 20:30:00,13.0,130.8,120.0,0.0,1.0,70,6.3,6.3,136,11,11,11,TR TUZ,MT,ORBCOMM-T,22,147,300.0,False,6_248893000,18,6_248893000_17,,,,,False,0.700000000000017,Southeastbound,POINT (-77.514901 22.158283),False,True,False,False,in south channel,True,in south channel,same,0.0,5.0
7319,1,255802970,CYGNUS,9197428.0,CQQH,22.284501,-77.53567,2025-05-24 23:15:00,10.4,131.0,136.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,29400.0,True,144_255802970,22,144_255802970_0,,,,,False,,Southeastbound,POINT (-77.53567 22.284501),False,False,True,False,north,,,,1.0,4.0
7320,1,255802970,CYGNUS,9197428.0,CQQH,22.272641,-77.521467,2025-05-24 23:20:00,10.7,132.9,136.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_1,,,,,False,1.9000000000000057,Southeastbound,POINT (-77.521467 22.272641),False,False,True,False,north,,north,same,1.0,4.0
7321,1,255802970,CYGNUS,9197428.0,CQQH,22.26392,-77.51176,2025-05-24 23:25:00,10.5,135.0,136.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_2,,,,,False,2.0999999999999943,Southeastbound,POINT (-77.51176 22.26392),False,False,True,False,north,,north,same,1.0,4.0
7322,1,255802970,CYGNUS,9197428.0,CQQH,22.253606,-77.499772,2025-05-24 23:30:00,10.4,127.0,130.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_3,,,,,False,8.0,Southeastbound,POINT (-77.499772 22.253606),False,False,True,False,north,,north,same,1.0,4.0
7323,1,255802970,CYGNUS,9197428.0,CQQH,22.245535,-77.488615,2025-05-24 23:35:00,10.5,127.6,130.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_4,,,,,False,0.5999999999999943,Southeastbound,POINT (-77.488615 22.245535),False,False,True,False,east,,north,other,0.0,4.0
7324,1,255802970,CYGNUS,9197428.0,CQQH,22.234956,-77.473525,2025-05-24 23:40:00,10.5,127.3,130.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_5,,,,,False,0.30000000000001137,Southeastbound,POINT (-77.473525 22.234956),False,False,True,False,east,,east,same,0.0,4.0
7325,1,255802970,CYGNUS,9197428.0,CQQH,22.227095,-77.462459,2025-05-24 23:45:00,10.6,128.4,130.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_6,,,,,False,1.1000000000000227,Southeastbound,POINT (-77.462459 22.227095),False,False,True,False,east,,east,same,0.0,4.0
7326,1,255802970,CYGNUS,9197428.0,CQQH,22.216255,-77.447149,2025-05-24 23:50:00,10.6,128.0,130.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_7,,,,,False,0.4000000000000057,Southeastbound,POINT (-77.447149 22.216255),False,False,True,False,east,,east,same,0.0,4.0
7327,1,255802970,CYGNUS,9197428.0,CQQH,22.20903,-77.437715,2025-05-24 23:55:00,10.6,130.5,130.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_8,,,,,False,2.5,Southeastbound,POINT (-77.437715 22.20903),False,False,False,False,east,,east,same,0.0,4.0
7328,1,255802970,CYGNUS,9197428.0,CQQH,22.199423,-77.425397,2025-05-25 00:00:00,10.3,130.0,130.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_9,,,,,False,0.5,Southeastbound,POINT (-77.425397 22.199423),False,False,False,False,east,,east,same,0.0,4.0
7329,1,255802970,CYGNUS,9197428.0,CQQH,22.190201,-77.412982,2025-05-25 00:05:00,9.8,127.7,131.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_10,,,,,False,2.3000000000000114,Southeastbound,POINT (-77.412982 22.190201),False,False,False,False,east,,east,same,0.0,4.0
7330,1,255802970,CYGNUS,9197428.0,CQQH,22.180865,-77.400057,2025-05-25 00:10:00,9.5,127.5,130.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_11,,,,,False,0.19999999999998863,Southeastbound,POINT (-77.400057 22.180865),False,False,False,False,east,,east,same,0.0,4.0
7331,1,255802970,CYGNUS,9197428.0,CQQH,22.171308,-77.38686,2025-05-25 00:15:00,9.5,126.8,130.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_12,,,,,False,0.6999999999999886,Southeastbound,POINT (-77.38686 22.171308),False,False,False,False,east,,east,same,0.0,4.0
7332,1,255802970,CYGNUS,9197428.0,CQQH,22.166245,-77.380042,2025-05-25 00:20:00,9.9,133.3,130.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_13,,,,,False,6.5,Southeastbound,POINT (-77.380042 22.166245),False,False,False,False,east,,east,same,0.0,4.0
7333,1,255802970,CYGNUS,9197428.0,CQQH,22.15411,-77.365925,2025-05-25 00:25:00,9.5,133.6,130.0,0.0,1.0,70,3.8,3.8,75,12,7,6,COCTG,PT,rEV02,13,87,300.0,False,144_255802970,22,144_255802970_14,,,,,False,0.29999999999998295,Southeastbound,POINT (-77.365925 22.15411),False,False,False,False,east,,east,same,0.0,4.0
