,MMSI,NAME,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,SHIP_AND_CARGO_TYPE,DRAUGHT,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,BEAM,LENGTH,channel_side,time_diff,new_voyage,voyage_id
173,367609150,INDIAN DAWN,22.912567,-79.212254,2023-05-01 02:45:00,3.5,75.6,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,5400.0,False,1_367609150
174,367609150,INDIAN DAWN,22.90761,-79.146589,2023-05-01 03:45:00,3.5,104.3,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,3600.0,False,1_367609150
175,367609150,INDIAN DAWN,22.85649,-78.973869,2023-05-01 06:40:00,3.6,107.3,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,10500.0,False,1_367609150
176,367609150,INDIAN DAWN,22.853349,-78.962852,2023-05-01 06:50:00,3.9,109.2,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,600.0,False,1_367609150
177,367609150,INDIAN DAWN,22.850283,-78.953582,2023-05-01 07:00:00,3.7,102.9,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,600.0,False,1_367609150
178,367609150,INDIAN DAWN,22.84542,-78.939855,2023-05-01 07:10:00,3.9,104.5,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,600.0,False,1_367609150
179,367609150,INDIAN DAWN,22.829063,-78.898929,2023-05-01 07:50:00,3.8,112.3,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,2400.0,False,1_367609150
180,367609150,INDIAN DAWN,22.806765,-78.847973,2023-05-01 08:40:00,3.6,112.4,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,3000.0,False,1_367609150
181,367609150,INDIAN DAWN,22.804818,-78.84323,2023-05-01 08:45:00,3.7,113.8,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,1_367609150
182,367609150,INDIAN DAWN,22.79991,-78.831291,2023-05-01 08:55:00,3.6,116.2,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,600.0,False,1_367609150
183,367609150,INDIAN DAWN,22.797501,-78.825495,2023-05-01 09:00:00,4.0,116.3,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,1_367609150
184,367609150,INDIAN DAWN,22.792316,-78.813609,2023-05-01 09:10:00,3.8,109.7,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,600.0,False,1_367609150
185,367609150,INDIAN DAWN,22.759083,-78.72653,2023-05-01 10:35:00,3.8,101.6,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,5100.0,False,1_367609150
186,367609150,INDIAN DAWN,22.694204,-78.520195,2023-05-01 13:40:00,4.0,111.9,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,11100.0,True,2_367609150
187,367609150,INDIAN DAWN,22.688419,-78.503334,2023-05-01 13:55:00,3.9,111.0,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,900.0,False,2_367609150
188,367609150,INDIAN DAWN,22.662344,-78.431323,2023-05-01 15:00:00,4.1,113.2,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,3900.0,False,2_367609150
189,367609150,INDIAN DAWN,22.660383,-78.42613,2023-05-01 15:05:00,4.3,111.8,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,2_367609150
190,367609150,INDIAN DAWN,22.641223,-78.367199,2023-05-01 15:55:00,3.8,110.4,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,3000.0,False,2_367609150
191,367609150,INDIAN DAWN,22.631535,-78.336437,2023-05-01 16:25:00,4.1,106.3,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,1800.0,False,2_367609150
192,367609150,INDIAN DAWN,22.623821,-78.312389,2023-05-01 16:45:00,4.1,109.9,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,1200.0,False,2_367609150
193,367609150,INDIAN DAWN,22.576146,-78.181954,2023-05-01 18:40:00,4.7,117.8,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,6900.0,False,2_367609150
194,367609150,INDIAN DAWN,22.548023,-78.12289,2023-05-01 19:25:00,4.9,127.9,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,2700.0,False,2_367609150
195,367609150,INDIAN DAWN,22.546148,-78.120129,2023-05-01 19:30:00,4.6,128.7,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,2_367609150
196,367609150,INDIAN DAWN,22.528799,-78.094395,2023-05-01 19:50:00,5.2,127.3,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,1200.0,False,2_367609150
197,367609150,INDIAN DAWN,22.487512,-78.036721,2023-05-01 20:35:00,5.4,127.0,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,2700.0,False,2_367609150
198,367609150,INDIAN DAWN,22.475529,-78.019837,2023-05-01 20:50:00,5.3,125.6,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,900.0,False,2_367609150
199,367609150,INDIAN DAWN,22.469996,-78.011217,2023-05-01 20:55:00,5.3,124.3,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,2_367609150
200,367609150,INDIAN DAWN,22.437984,-77.961462,2023-05-01 21:35:00,5.4,123.7,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,2400.0,False,2_367609150
201,367609150,INDIAN DAWN,22.425698,-77.94116,2023-05-01 21:50:00,5.7,123.9,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,900.0,False,2_367609150
202,367609150,INDIAN DAWN,22.311808,-77.760389,2023-05-02 00:00:00,5.7,125.5,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,7800.0,False,2_367609150
203,367609150,INDIAN DAWN,22.292683,-77.73279,2023-05-02 00:20:00,5.6,124.6,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,1200.0,False,2_367609150
204,367609150,INDIAN DAWN,22.291201,-77.730499,2023-05-02 00:25:00,5.6,126.0,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,2_367609150
205,367609150,INDIAN DAWN,22.25736,-77.68229,2023-05-02 01:00:00,5.4,131.3,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,2100.0,False,2_367609150
206,367609150,INDIAN DAWN,22.239653,-77.660294,2023-05-02 01:15:00,5.5,130.6,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,900.0,False,2_367609150
207,367609150,INDIAN DAWN,22.218628,-77.633764,2023-05-02 01:40:00,5.7,129.2,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,1500.0,False,2_367609150
208,367609150,INDIAN DAWN,22.118231,-77.50661,2023-05-02 03:15:00,5.2,130.9,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,5700.0,False,2_367609150
209,367609150,INDIAN DAWN,22.071595,-77.451959,2023-05-02 04:05:00,5.2,135.4,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,3000.0,False,2_367609150
210,367609150,INDIAN DAWN,22.067696,-77.447911,2023-05-02 04:10:00,5.1,136.8,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,2_367609150
211,367609150,INDIAN DAWN,21.977343,-77.352799,2023-05-02 05:35:00,5.2,134.1,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,5100.0,False,2_367609150
212,367609150,INDIAN DAWN,21.974451,-77.349592,2023-05-02 05:40:00,5.3,133.3,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,2_367609150
213,367609150,INDIAN DAWN,21.946216,-77.316127,2023-05-02 06:05:00,5.0,130.4,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,1500.0,False,2_367609150
