,MMSI,NAME,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,SHIP_AND_CARGO_TYPE,DRAUGHT,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,BEAM,LENGTH,channel_side,time_diff,new_voyage,voyage_id
214,367609150,INDIAN DAWN,21.820209,-77.159446,2023-05-02 08:15:00,5.6,132.0,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,7800.0,False,2_367609150
215,367609150,INDIAN DAWN,21.807235,-77.144112,2023-05-02 08:30:00,5.3,133.0,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,900.0,False,2_367609150
216,367609150,INDIAN DAWN,21.802163,-77.138212,2023-05-02 08:35:00,5.5,132.7,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,2_367609150
217,367609150,INDIAN DAWN,21.79261,-77.126664,2023-05-02 08:40:00,5.5,129.1,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,2_367609150
218,367609150,INDIAN DAWN,21.791818,-77.125639,2023-05-02 08:45:00,5.5,130.2,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,2_367609150
219,367609150,INDIAN DAWN,21.768506,-77.093325,2023-05-02 09:10:00,5.5,120.1,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,1500.0,False,2_367609150
220,367609150,INDIAN DAWN,21.761296,-77.079534,2023-05-02 09:15:00,5.7,119.2,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,2_367609150
221,367609150,INDIAN DAWN,21.76081,-77.078514,2023-05-02 09:20:00,5.8,116.6,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,2_367609150
222,367609150,INDIAN DAWN,21.740666,-77.023987,2023-05-02 09:50:00,5.6,110.6,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,1800.0,False,2_367609150
223,367609150,INDIAN DAWN,21.739719,-77.021506,2023-05-02 09:55:00,5.6,113.1,,0.0,36,4.2,12,21,3,6,9,33,Southeastbound,300.0,False,2_367609150
224,367609150,INDIAN DAWN,21.86259,-76.845212,2023-05-15 07:15:00,6.5,293.0,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,1113600.0,True,3_367609150
225,367609150,INDIAN DAWN,21.884798,-76.901984,2023-05-15 07:50:00,6.2,293.6,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,2100.0,False,3_367609150
226,367609150,INDIAN DAWN,21.938018,-77.022727,2023-05-15 09:00:00,6.5,293.8,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,4200.0,False,3_367609150
227,367609150,INDIAN DAWN,21.942016,-77.032325,2023-05-15 09:05:00,6.6,292.8,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,300.0,False,3_367609150
228,367609150,INDIAN DAWN,22.255673,-77.54095,2023-05-15 14:40:00,5.5,315.4,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,20100.0,True,4_367609150
229,367609150,INDIAN DAWN,22.324113,-77.619689,2023-05-15 15:50:00,5.4,308.1,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,4200.0,False,4_367609150
230,367609150,INDIAN DAWN,22.444341,-77.826765,2023-05-15 18:15:00,5.9,300.0,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,8700.0,False,4_367609150
231,367609150,INDIAN DAWN,22.518925,-77.939645,2023-05-15 19:35:00,5.8,304.4,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,4800.0,False,4_367609150
232,367609150,INDIAN DAWN,22.581477,-78.046528,2023-05-15 20:45:00,5.7,297.9,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,4200.0,False,4_367609150
233,367609150,INDIAN DAWN,22.586471,-78.056727,2023-05-15 20:55:00,5.7,299.1,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,600.0,False,4_367609150
234,367609150,INDIAN DAWN,22.733316,-78.445339,2023-05-16 00:50:00,6.2,291.2,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,14100.0,True,5_367609150
235,367609150,INDIAN DAWN,22.77674,-78.571262,2023-05-16 02:00:00,6.3,294.1,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,4200.0,False,5_367609150
236,367609150,INDIAN DAWN,22.803495,-78.6478,2023-05-16 02:45:00,6.2,290.4,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,2700.0,False,5_367609150
237,367609150,INDIAN DAWN,22.814091,-78.681089,2023-05-16 03:05:00,6.1,289.9,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,1200.0,False,5_367609150
238,367609150,INDIAN DAWN,22.817753,-78.691356,2023-05-16 03:10:00,6.1,294.1,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,300.0,False,5_367609150
239,367609150,INDIAN DAWN,22.833591,-78.730702,2023-05-16 03:35:00,6.0,292.7,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,1500.0,False,5_367609150
240,367609150,INDIAN DAWN,22.836177,-78.738348,2023-05-16 03:40:00,6.0,289.2,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,300.0,False,5_367609150
241,367609150,INDIAN DAWN,22.994026,-79.09795,2023-05-16 07:20:00,6.2,292.3,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,13200.0,True,6_367609150
242,367609150,INDIAN DAWN,23.00818,-79.129304,2023-05-16 07:40:00,6.3,296.1,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,1200.0,False,6_367609150
243,367609150,INDIAN DAWN,23.023298,-79.173457,2023-05-16 08:05:00,6.3,287.2,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,1500.0,False,6_367609150
244,367609150,INDIAN DAWN,23.071816,-79.295879,2023-05-16 09:15:00,6.1,302.5,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,4200.0,False,6_367609150
245,367609150,INDIAN DAWN,23.08537,-79.316497,2023-05-16 09:30:00,6.0,307.5,,0.0,36,4.2,12,21,3,6,9,33,Northwestbound,900.0,False,6_367609150
