MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DRAUGHT,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,DESTINATION,MMSI_COUNTRY_CD,RECEIVER
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.136350,-76.749670,2024-11-20 15:20:00.000,4.9,339.1,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.140691,-76.751404,2024-11-20 15:25:00.000,4.8,343.1,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.147636,-76.754214,2024-11-20 15:30:00.000,4.8,342.5,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.151965,-76.755960,2024-11-20 15:35:00.000,4.7,338.5,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.161248,-76.759705,2024-11-20 15:40:00.000,4.6,343.1,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.166261,-76.761702,2024-11-20 15:45:00.000,4.7,336.6,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.172948,-76.764402,2024-11-20 15:50:00.000,4.5,342.9,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.177850,-76.766387,2024-11-20 15:55:00.000,4.3,341.8,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.185118,-76.769292,2024-11-20 16:00:00.000,4.6,342.6,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.189370,-76.771000,2024-11-20 16:05:00.000,4.6,340.8,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.195918,-76.773639,2024-11-20 16:10:00.000,4.5,338.1,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.200725,-76.775584,2024-11-20 16:15:00.000,4.5,338.5,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.207876,-76.778470,2024-11-20 16:20:00.000,4.5,339.9,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.214541,-76.781145,2024-11-20 16:25:00.000,4.3,338.9,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.219290,-76.783065,2024-11-20 16:30:00.000,4.3,339.5,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.225800,-76.785682,2024-11-20 16:35:00.000,4.6,338.6,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.232465,-76.788352,2024-11-20 16:40:00.000,4.5,339.7,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.237283,-76.790297,2024-11-20 16:45:00.000,4.4,338.8,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.243648,-76.793720,2024-11-20 16:50:00.000,4.6,330.0,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.249471,-76.798304,2024-11-20 16:55:00.000,4.7,317.6,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.253306,-76.802175,2024-11-20 17:00:00.000,4.8,315.7,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.258533,-76.807922,2024-11-20 17:05:00.000,4.6,312.7,None,None,None,36,None,None,9,9,5,5,"","MH",None
18,538071698,"S/V TIMEOUT",None,"V7A5236",23.263588,-76.813677,2024-11-20 17:10:00.000,4.8,314.0,None,None,None,36,None,None,9,9,5,5,"","MH",None
