MMSI,LAT,LON,PERIOD,SPEED,COG,HEADING,voyage_id,TIME,dt,dlat,dlon,cog_rad,cog_sin,cog_cos,hdg_rad,hdg_sin,hdg_cos,num_pings
477887300,22.620585,-78.238107,2024-04-04 06:55:00,9.7,108.8,108.0,2_477887300,2024-04-04 06:55:00,300.0,-0.0045230000000024,0.0133929999999935,1.8989182261698303,0.9466492601156964,-0.322265695230511,1.884955592153876,0.9510565162951536,-0.3090169943749473,95
477887300,22.615938,-78.223805,2024-04-04 07:00:00,9.7,108.7,108.0,2_477887300,2024-04-04 07:00:00,300.0,-0.0046469999999985,0.0143020000000007,1.8971728969178363,0.9472102777460288,-0.3206129905856763,1.884955592153876,0.9510565162951536,-0.3090169943749473,95
477887300,22.611601,-78.21004,2024-04-04 07:05:00,9.6,108.6,108.0,2_477887300,2024-04-04 07:05:00,300.0,-0.0043369999999995,0.0137649999999922,1.8954275676658416,0.9477684100095856,-0.3189593092980699,1.884955592153876,0.9510565162951536,-0.3090169943749473,95
477887300,22.607248,-78.19585,2024-04-04 07:10:00,9.5,110.0,111.0,2_477887300,2024-04-04 07:10:00,300.0,-0.0043530000000018,0.0141900000000134,1.9198621771937625,0.9396926207859084,-0.3420201433256687,1.9373154697137056,0.9335804264972016,-0.3583679495453002,95
477887300,22.602137,-78.180696,2024-04-04 07:15:00,9.4,109.1,110.0,2_477887300,2024-04-04 07:15:00,300.0,-0.0051109999999994,0.0151539999999954,1.9041542139258132,0.9449489121575309,-0.3272178989791037,1.9198621771937625,0.9396926207859084,-0.3420201433256687,95
477887300,22.598426,-78.169535,2024-04-04 07:20:00,9.3,109.8,110.0,2_477887300,2024-04-04 07:20:00,300.0,-0.0037109999999991,0.0111610000000013,1.9163715186897736,0.9408807689542256,-0.3387379202452913,1.9198621771937625,0.9396926207859084,-0.3420201433256687,95
477887300,22.593885,-78.156117,2024-04-04 07:25:00,9.4,111.3,112.0,2_477887300,2024-04-04 07:25:00,300.0,-0.0045409999999996,0.0134180000000014,1.9425514574696887,0.931691227585549,-0.3632512304729782,1.9547687622336487,0.9271838545667874,-0.374606593415912,95
477887300,22.588731,-78.143665,2024-04-04 07:30:00,9.3,117.3,119.0,2_477887300,2024-04-04 07:30:00,300.0,-0.0051540000000009,0.0124519999999961,2.0472712125893486,0.8886172326549487,-0.458649554484315,2.076941809873252,0.8746197071393959,-0.484809620246337,95
477887300,22.582435,-78.131255,2024-04-04 07:35:00,9.3,120.4,121.0,2_477887300,2024-04-04 07:35:00,300.0,-0.0062959999999989,0.0124100000000026,2.101376419401173,0.8625136692072574,-0.506033764121164,2.111848394913139,0.8571673007021123,-0.5150380749100543,95
477887300,22.574703,-78.118119,2024-04-04 07:40:00,9.3,124.1,123.0,2_477887300,2024-04-04 07:40:00,300.0,-0.0077320000000007,0.0131360000000029,2.1659536017249628,0.8280603346224945,-0.5606389945632415,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.568163,-78.107114,2024-04-04 07:45:00,9.2,122.5,123.0,2_477887300,2024-04-04 07:45:00,300.0,-0.0065400000000011,0.0110049999999972,2.138028333693054,0.8433914458128856,-0.537299608346824,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.561115,-78.095877,2024-04-04 07:50:00,9.2,122.6,122.0,2_477887300,2024-04-04 07:50:00,300.0,-0.0070479999999975,0.0112369999999941,2.139773662945048,0.8424523970071475,-0.538770785006863,2.129301687433082,0.8480480961564261,-0.5299192642332048,95
477887300,22.552973,-78.082629,2024-04-04 07:55:00,9.3,124.7,123.0,2_477887300,2024-04-04 07:55:00,300.0,-0.0081419999999994,0.0132480000000043,2.176425577236929,0.8221440410307375,-0.5692795234308442,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.543315,-78.067357,2024-04-04 08:00:00,9.3,123.4,122.0,2_477887300,2024-04-04 08:00:00,300.0,-0.0096580000000017,0.0152719999999959,2.1537362969610028,0.8348478632634065,-0.5504807400849956,2.129301687433082,0.8480480961564261,-0.5299192642332048,95
477887300,22.539008,-78.06043,2024-04-04 08:05:00,9.3,124.4,123.0,2_477887300,2024-04-04 08:05:00,300.0,-0.0043070000000007,0.0069270000000045,2.171189589480946,0.8251134982782952,-0.5649670034249379,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.532041,-78.0491,2024-04-04 08:10:00,9.3,123.8,123.0,2_477887300,2024-04-04 08:10:00,300.0,-0.0069669999999995,0.0113300000000009,2.16071761396898,0.8309844692743282,-0.5562956155003048,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.523775,-78.035895,2024-04-04 08:15:00,9.2,124.2,123.0,2_477887300,2024-04-04 08:15:00,300.0,-0.0082659999999989,0.0132049999999992,2.167698930976957,0.8270805742745617,-0.5620833778521307,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.517128,-78.025415,2024-04-04 08:20:00,9.3,123.3,122.0,2_477887300,2024-04-04 08:20:00,300.0,-0.0066470000000009,0.0104800000000011,2.151990967709008,0.8358073613682704,-0.5490228179981316,2.129301687433082,0.8480480961564261,-0.5299192642332048,95
477887300,22.509943,-78.013695,2024-04-04 08:25:00,9.3,123.1,122.0,2_477887300,2024-04-04 08:25:00,300.0,-0.0071849999999997,0.0117199999999968,2.14850030920502,0.8377187166204388,-0.546101961014429,2.129301687433082,0.8480480961564261,-0.5299192642332048,95
477887300,22.50199,-78.000059,2024-04-04 08:30:00,9.3,122.0,122.0,2_477887300,2024-04-04 08:30:00,300.0,-0.0079530000000005,0.0136360000000053,2.129301687433082,0.8480480961564261,-0.5299192642332048,2.129301687433082,0.8480480961564261,-0.5299192642332048,95
477887300,22.496175,-77.99038,2024-04-04 08:35:00,9.3,123.0,123.0,2_477887300,2024-04-04 08:35:00,300.0,-0.0058149999999983,0.0096789999999913,2.146754979953025,0.838670567945424,-0.5446390350150271,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.488701,-77.977635,2024-04-04 08:40:00,9.3,122.7,123.0,2_477887300,2024-04-04 08:40:00,300.0,-0.0074740000000019,0.0127449999999953,2.1415189921970423,0.8415107819453062,-0.540240320477655,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.481773,-77.966145,2024-04-04 08:45:00,9.4,122.9,123.0,2_477887300,2024-04-04 08:45:00,300.0,-0.0069279999999984,0.0114900000000091,2.1450096507010312,0.8396198645344131,-0.5431744499506708,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.474811,-77.95463,2024-04-04 08:50:00,9.4,123.1,122.0,2_477887300,2024-04-04 08:50:00,300.0,-0.0069620000000014,0.0115150000000028,2.14850030920502,0.8377187166204388,-0.546101961014429,2.129301687433082,0.8480480961564261,-0.5299192642332048,95
477887300,22.466754,-77.941621,2024-04-04 08:55:00,9.3,124.2,122.0,2_477887300,2024-04-04 08:55:00,300.0,-0.0080569999999973,0.0130089999999967,2.167698930976957,0.8270805742745617,-0.5620833778521307,2.129301687433082,0.8480480961564261,-0.5299192642332048,95
477887300,22.459908,-77.930735,2024-04-04 09:00:00,9.3,124.3,123.0,2_477887300,2024-04-04 09:00:00,300.0,-0.006846000000003,0.0108859999999992,2.169444260228952,0.8260982944957639,-0.5635260489375714,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.45216,-77.918304,2024-04-04 09:05:00,9.2,123.6,123.0,2_477887300,2024-04-04 09:05:00,300.0,-0.0077479999999994,0.0124309999999923,2.157226955464991,0.8329212407100995,-0.553391549243344,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.445643,-77.907504,2024-04-04 09:10:00,9.1,123.1,122.0,2_477887300,2024-04-04 09:10:00,300.0,-0.0065169999999987,0.0108000000000032,2.14850030920502,0.8377187166204388,-0.546101961014429,2.129301687433082,0.8480480961564261,-0.5299192642332048,95
477887300,22.439131,-77.896249,2024-04-04 09:15:00,9.0,121.8,123.0,2_477887300,2024-04-04 09:15:00,300.0,-0.0065120000000007,0.0112550000000055,2.125811028929093,0.8498926929868639,-0.5269557954966776,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.432398,-77.88455,2024-04-04 09:20:00,9.1,123.2,123.0,2_477887300,2024-04-04 09:20:00,300.0,-0.0067330000000005,0.011698999999993,2.150245638457014,0.8367643134589617,-0.5475632234925502,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.42541,-77.872552,2024-04-04 09:25:00,9.1,122.3,123.0,2_477887300,2024-04-04 09:25:00,300.0,-0.0069879999999997,0.0119980000000055,2.134537675189065,0.8452618332218562,-0.5343523493898263,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.418965,-77.861202,2024-04-04 09:30:00,9.1,121.7,123.0,2_477887300,2024-04-04 09:30:00,300.0,-0.0064449999999993,0.011349999999993,2.1240656996770992,0.8508111094240511,-0.5254716510722679,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.412066,-77.849547,2024-04-04 09:35:00,9.1,122.9,123.0,2_477887300,2024-04-04 09:35:00,300.0,-0.0068990000000006,0.0116550000000046,2.1450096507010312,0.8396198645344131,-0.5431744499506708,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.405313,-77.837744,2024-04-04 09:40:00,9.1,121.9,123.0,2_477887300,2024-04-04 09:40:00,300.0,-0.0067529999999997,0.0118030000000004,2.127556358181088,0.8489716876291415,-0.528438334722347,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.39865,-77.825987,2024-04-04 09:45:00,9.1,121.6,123.0,2_477887300,2024-04-04 09:45:00,300.0,-0.0066629999999996,0.0117570000000029,2.122320370425105,0.8517269341430477,-0.523985905970079,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.391625,-77.813637,2024-04-04 09:50:00,9.2,121.9,123.0,2_477887300,2024-04-04 09:50:00,300.0,-0.0070249999999987,0.0123499999999978,2.127556358181088,0.8489716876291415,-0.528438334722347,2.146754979953025,0.838670567945424,-0.5446390350150271,95
477887300,22.384101,-77.80129,2024-04-04 09:55:00,9.2,124.5,125.0,2_477887300,2024-04-04 09:55:00,300.0,-0.007524,0.0123470000000054,2.17293491873294,0.8241261886220158,-0.5664062369248326,2.181661564992912,0.8191520442889917,-0.5735764363510462,95
